interview__key,sdd_hhid,plot_id,plotname,hh_b1b01,hh_b1b02,hh_b1b03,hh_b1b04,hh_b1b05,hh_b1b06,hh_b1b07,hh_b1b08,hh_b1b09,hh_b1b10,hh_b1b11,hh_b1b12,hh_b1b13,hh_b1b16,hh_b1b17,hh_b1b18,hh_b1b19,hh_b1b20,hh_b1b21,hh_b1b22
05-26-99-01,0243-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,FREEHOLD,RESIDENTIAL,NO,
05-32-96-07,0474-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
05-32-96-07,0474-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,OTHER (SPECIFY),FREEHOLD,AGRICULTURAL,NO,,,,,**CONFIDENTIAL**,,,,,,
05-32-96-07,0474-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,NO,,,,,**CONFIDENTIAL**,,,,,,
05-32-96-07,0474-001-001,4,**CONFIDENTIAL**,M4,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,NO,,,,,**CONFIDENTIAL**,,,,,,
05-32-96-07,0474-001-001,5,**CONFIDENTIAL**,M5,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
05-32-96-07,0474-001-001,6,**CONFIDENTIAL**,M6,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
05-32-96-07,0474-001-001,7,**CONFIDENTIAL**,M7,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
05-32-96-07,0474-001-001,8,**CONFIDENTIAL**,M8,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,NO,,,,,**CONFIDENTIAL**,,,,,,
05-32-96-07,0474-001-001,9,**CONFIDENTIAL**,M9,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
05-32-96-07,0474-001-001,10,**CONFIDENTIAL**,M10,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,NO,,,,,**CONFIDENTIAL**,,,,,,
05-32-96-07,0474-001-001,11,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,ALLOCATED BY FAMILY MEMBER,FREEHOLD,RESIDENTIAL,NO,
05-43-63-02,0075-001-003,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,PURCHASED,FREEHOLD,RESIDENTIAL,NO,,,,,**CONFIDENTIAL**,,,,,,
05-43-63-02,0075-001-003,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
05-43-63-02,0075-001-003,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,GIVEN AWAY,,0,**CONFIDENTIAL**,,,,,,
05-51-26-77,0085-003-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,ALLOCATED BY GOVERNMENT,FREEHOLD,RESIDENTIAL,NO,,,,,**CONFIDENTIAL**,,,,,,
05-51-26-77,0085-003-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,PURCHASED,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
05-53-86-21,0351-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,PURCHASED,CUSTOMARY,FOREST,NO,,,,,**CONFIDENTIAL**,,,,,,
05-53-86-21,0351-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,ALLOCATED BY GOVERNMENT,FREEHOLD,RESIDENTIAL,NO,
05-60-96-11,0777-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,MOVED IN WITHOUT PERMISSION,,,,,,,,**CONFIDENTIAL**,,,,,,
05-60-96-11,0777-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,NO,OTHER (SPECIFY),FREEHOLD,AGRICULTURAL,YES,CULTIVATED
05-60-96-11,0777-001-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,MOVED IN WITHOUT PERMISSION,,,,
05-65-41-70,0736-003-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,PURCHASED,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
05-65-41-70,0736-003-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,STOPPED RENTING/SHARECROPPING,,,**CONFIDENTIAL**,,,,,,
05-65-41-70,0736-003-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,"RENTED IN, LONG-TERM",FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
05-83-32-40,0551-001-006,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,OTHER (SPECIFY),OTHER (SPECIFY),RESIDENTIAL,NO,
05-84-71-82,0398-001-005,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,NO,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,
05-84-71-82,0398-001-005,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,NO,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,
05-84-71-82,0398-001-005,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,ALLOCATED BY FAMILY MEMBER,FREEHOLD,RESIDENTIAL,YES,
05-88-93-30,0443-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,SOLD IT,1000000,,**CONFIDENTIAL**,,,,,,
05-88-93-30,0443-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,PURCHASED,FREEHOLD,RESIDENTIAL,YES,,,,,**CONFIDENTIAL**,,,,,,
05-88-93-30,0443-001-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,
05-93-71-40,0362-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,CUSTOMARY,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
05-93-71-40,0362-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,TAKEN,,0,**CONFIDENTIAL**,,,,,,
05-93-71-40,0362-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,PURCHASED,CUSTOMARY,RESIDENTIAL,YES,,,,,**CONFIDENTIAL**,,,,,,
06-03-24-91,0678-001-002,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,ALLOCATED BY FAMILY MEMBER,FREEHOLD,RESIDENTIAL,NO,
06-06-62-86,0573-006-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,PURCHASED,CUSTOMARY,RESIDENTIAL,YES,,,,,**CONFIDENTIAL**,,,,,,
06-46-18-18,0026-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,STATE,RESIDENTIAL,YES,
06-58-60-31,0487-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
06-58-60-31,0487-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,FREEHOLD,RESIDENTIAL,NO,
06-63-52-74,0790-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,ALLOCATED BY FAMILY MEMBER,FREEHOLD,RESIDENTIAL,NO,
07-03-83-06,0856-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,OTHER (SPECIFY),AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
07-03-83-06,0856-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,OTHER (SPECIFY),AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
07-03-83-06,0856-001-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,INHERITED BY THE DEATH OF A FAMILY MEMBER,OTHER (SPECIFY),RESIDENTIAL,NO,
07-11-78-55,0087-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,FREEHOLD,RESIDENTIAL,NO,
07-11-78-55,0087-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,NO,PURCHASED,FREEHOLD,AGRICULTURAL,YES,
07-15-41-44,0269-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,CUSTOMARY,RESIDENTIAL,NO,
07-23-75-51,0263-001-006,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,ALLOCATED BY FAMILY MEMBER,FREEHOLD,RESIDENTIAL,NO,
07-29-77-96,0620-001-002,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,FREEHOLD,RESIDENTIAL,NO,
07-29-77-96,0620-001-002,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,NO,"RENTED IN, SHORT-TERM (< 3 YEARS)",,AGRICULTURAL,NO,
07-49-15-09,0573-003-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,GRANTED BY CUSTOMARY/COMMUNITY AUTHORITIES,CUSTOMARY,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
07-50-77-12,0395-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
07-50-77-12,0395-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,ALLOCATED BY FAMILY MEMBER,FREEHOLD,OTHER(SPECIFY),NO,,,,,**CONFIDENTIAL**,,,,,,
07-50-77-12,0395-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
07-50-77-12,0395-001-001,4,**CONFIDENTIAL**,M4,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
07-54-46-36,0622-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,PURCHASED,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
07-54-46-36,0622-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,FREEHOLD,RESIDENTIAL,YES,
07-65-39-81,0846-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
07-65-39-81,0846-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
07-65-39-81,0846-001-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,FREEHOLD,RESIDENTIAL,NO,
07-74-53-75,0101-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
07-74-53-75,0101-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,RESIDENTIAL,NO,
08-00-32-44,0703-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,TAKEN,,0,**CONFIDENTIAL**,,,,,,
08-00-32-44,0703-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,OTHER (SPECIFY),RESIDENTIAL,NO,
08-01-84-64,0608-001-006,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,NO,ALLOCATED BY FAMILY MEMBER,OTHER (SPECIFY),AGRICULTURAL,YES,CULTIVATED
08-01-84-64,0608-001-006,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,ALLOCATED BY FAMILY MEMBER,CUSTOMARY,RESIDENTIAL,NO,"OTHER, SPECIFY"
08-17-94-34,0854-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
08-17-94-34,0854-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
08-17-94-34,0854-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
08-17-94-34,0854-001-001,4,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,ALLOCATED BY FAMILY MEMBER,FREEHOLD,RESIDENTIAL,NO,
08-34-94-62,0738-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,NO,"RENTED IN, SHORT-TERM (< 3 YEARS)",,AGRICULTURAL,YES,
08-56-02-68,0770-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,ALLOCATED BY FAMILY MEMBER,FREEHOLD,RESIDENTIAL,NO,
08-56-07-13,0661-002-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
08-56-07-13,0661-002-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,PURCHASED,OTHER (SPECIFY),AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
08-56-07-13,0661-002-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,OTHER (SPECIFY),RESIDENTIAL,YES,
08-56-07-13,0661-002-001,4,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,NO,PURCHASED,OTHER (SPECIFY),BUSINESS/COMMERCIAL,NO,
08-56-40-01,0707-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,PURCHASED,OTHER (SPECIFY),RESIDENTIAL,YES,,,,,**CONFIDENTIAL**,,,,,,
08-56-40-01,0707-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
08-61-34-21,0086-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,CUSTOMARY,RESIDENTIAL,NO,
08-61-34-21,0086-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,NO,"RENTED IN, SHORT-TERM (< 3 YEARS)",,AGRICULTURAL,YES,
08-63-44-83,0708-002-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,FREEHOLD,RESIDENTIAL,YES,
08-64-64-36,0534-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
08-64-64-36,0534-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,PURCHASED,FREEHOLD,AGRICULTURAL,NO,,,,,**CONFIDENTIAL**,,,,,,
08-64-64-36,0534-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
08-64-64-36,0534-001-001,4,**CONFIDENTIAL**,M4,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,GIVEN AWAY,,0,**CONFIDENTIAL**,,,,,,
08-64-64-36,0534-001-001,5,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,NO,PURCHASED,FREEHOLD,AGRICULTURAL,YES,
08-66-17-10,0456-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,PURCHASED,OTHER (SPECIFY),AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
08-66-17-10,0456-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,PURCHASED,CUSTOMARY,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
08-69-28-04,0589-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
08-69-28-04,0589-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,FREEHOLD,RESIDENTIAL,NO,
08-79-34-76,0565-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,GIVEN AWAY,,0,**CONFIDENTIAL**,,,,,,
08-79-34-76,0565-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,CULTIVATED,,,,**CONFIDENTIAL**,,,,,,
08-83-65-24,0385-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,STATE,RESIDENTIAL,NO,
08-87-48-82,0505-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,INHERITED BY THE DEATH OF A FAMILY MEMBER,CUSTOMARY,RESIDENTIAL,YES,,,,,**CONFIDENTIAL**,,,,,,
08-87-48-82,0505-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,GIVEN AWAY,,0,**CONFIDENTIAL**,,,,,,
08-95-27-37,0267-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,GRANTED BY CUSTOMARY/COMMUNITY AUTHORITIES,FREEHOLD,AGRICULTURAL,NO,,,,,**CONFIDENTIAL**,,,,,,
08-95-27-37,0267-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,GRANTED BY CUSTOMARY/COMMUNITY AUTHORITIES,FREEHOLD,AGRICULTURAL,NO,,,,,**CONFIDENTIAL**,,,,,,
08-95-27-37,0267-001-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,NO,GRANTED BY CUSTOMARY/COMMUNITY AUTHORITIES,FREEHOLD,AGRICULTURAL,NO,
08-95-27-37,0267-001-001,4,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,NO,GRANTED BY CUSTOMARY/COMMUNITY AUTHORITIES,FREEHOLD,AGRICULTURAL,NO,
09-00-90-33,0340-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,CUSTOMARY,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
09-00-90-33,0340-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,FREEHOLD,AGRICULTURAL,YES,
09-03-93-64,0111-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,PURCHASED,FREEHOLD,RESIDENTIAL,YES,,,,,**CONFIDENTIAL**,,,,,,
09-03-93-64,0111-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,PURCHASED,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
09-18-15-86,0101-002-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,"RENTED IN, SHORT-TERM (< 3 YEARS)",,RESIDENTIAL,NO,
09-18-15-86,0101-002-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,NO,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,
09-30-70-26,0590-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,"RENTED IN, SHORT-TERM (< 3 YEARS)",,RESIDENTIAL,NO,
09-53-11-55,0643-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
09-53-11-55,0643-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,NO,,,,,**CONFIDENTIAL**,,,,,,
09-53-11-55,0643-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
09-55-27-80,0066-003-003,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,BORROWED FOR FREE,FREEHOLD,RESIDENTIAL,NO,
09-71-68-21,0614-005-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,GRANTED BY CUSTOMARY/COMMUNITY AUTHORITIES,CUSTOMARY,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
