UPI,y1_hhid,indidy1,y2_hhid,indidy2,y3_hhid,indidy3,y4_hhid,indidy4,sdd_hhid,sdd_indid
1031,53020330040090,3,5302033004009001,3,3729-001,3,,,,
1032,53020330040090,4,5302033004009001,4,3729-001,4,,,,
1033,53020330040086,1,5302033004008601,1,3728-001,1,,,,
1034,53020330040086,2,5302033004008601,2,3728-001,2,,,,
1035,53020330040086,3,5302033004008601,3,3728-001,3,,,,
1036,53020330040086,4,5302033004008601,4,3728-001,4,,,,
1037,53020330040055,1,5302033004005501,1,3726-001,1,,,,
1038,53020330040055,2,5302033004005502,9,3727-001,9,,,,
1039,53020330040055,3,5302033004005502,6,3727-001,6,,,,
1040,53020330040054,1,5302033004005401,1,3725-001,1,,,,
1041,53020330040054,2,5302033004005401,2,3725-001,2,,,,
1042,53020330040054,3,5302033004005401,3,3725-001,3,,,,
1043,53020330040054,4,5302033004005401,4,3725-001,4,,,,
1044,53020330040054,5,5302033004005401,5,3725-001,5,,,,
1045,53020330040054,6,5302033004005401,6,3725-001,6,,,,
1046,53020330040054,7,5302033004005401,7,3725-001,7,,,,
1047,53020330040054,8,,,3725-001,8,,,,
1048,53020330040050,1,,,,,,,,
1049,53020330040050,2,5302033004005002,1,3723-001,1,,,,
1050,53020330040050,3,5302033004005002,2,3723-001,2,,,,
1051,53020330040050,4,5302033004005002,3,3723-001,3,,,,
1052,53020330040050,5,5302033004005002,4,3723-004,1,,,,
1053,53020330040050,6,5302033004005006,1,3724-001,1,,,,
1054,53020330040006,1,5302033004000601,1,3720-001,1,,,,
1055,53020330040006,2,5302033004000601,2,3720-001,2,,,,
1056,53020330040006,3,5302033004000603,2,3720-001,4,,,,
1057,53020330040006,4,5302033004000604,2,3722-001,2,,,,
1058,53020330040006,5,5302033004000601,3,3720-001,3,,,,
1059,53020310010091,1,5302031001009101,1,3719-001,1,,,,
1060,53020310010090,1,5302031001009001,1,3718-001,1,,,,
1061,53020310010090,2,5302031001009001,2,3718-001,2,,,,
1062,53020310010090,3,5302031001009001,3,,,,,,
1063,53020310010090,4,5302031001009001,4,3718-001,3,,,,
1064,53020310010086,1,,,,,,,,
1065,53020310010067,1,5302031001006701,1,,,,,,
1066,53020310010065,1,5302031001006501,1,3716-001,1,,,,
1067,53020310010065,2,5302031001006501,2,3716-002,1,,,,
1068,53020310010065,3,5302031001006501,3,3716-001,3,,,,
1069,53020310010065,4,5302031001006501,4,3716-002,3,,,,
1070,53020310010065,5,,,,,,,,
1071,53020310010054,1,5302031001005401,1,,,,,,
1072,53020310010050,1,5302031001005001,1,3713-001,1,,,,
1073,53020310010050,2,5302031001005002,2,3714-002,1,,,,
1074,53020310010047,1,5302031001004701,1,3712-001,1,,,,
1075,53020310010047,2,5302031001004701,2,3712-001,2,,,,
1076,53020310010047,3,5302031001004701,3,3712-001,3,,,,
1077,53020310010047,4,,,3712-001,5,,,,
1078,53020200240084,1,5302020024008401,1,3711-001,1,,,,
1079,53020200240084,2,,,,,,,,
1080,53020200240074,1,5302020024007401,1,3710-001,1,,,,
1081,53020200240074,2,5302020024007401,2,3710-001,2,,,,
1082,53020200240074,3,5302020024007401,3,3710-001,3,,,,
1083,53020200240063,1,5302020024006301,1,3709-001,1,,,,
1084,53020200240063,2,5302020024006301,2,3709-001,2,,,,
1085,53020200240063,3,5302020024006301,3,3709-001,3,,,,
1086,53020200240063,4,5302020024006301,4,3709-001,4,,,,
1087,53020200240063,5,5302020024006301,5,3709-001,5,,,,
1088,53020200240063,6,5302020024006301,6,3709-001,6,,,,
1089,53020200240063,7,5302020024006301,7,3709-001,7,,,,
1090,53020200240050,1,5302020024005001,1,3708-001,1,,,,
1091,53020200240050,2,5302020024005001,2,3708-001,2,,,,
1092,53020200240050,3,5302020024005001,3,3708-001,3,,,,
1093,53020200240045,1,5302020024004501,1,3707-001,1,,,,
1094,53020200240045,2,5302020024004501,2,3707-001,2,,,,
1095,53020200240045,3,5302020024004501,3,3707-001,3,,,,
1096,53020200240023,1,5302020024002301,1,3706-001,1,,,,
1097,53020200240023,2,5302020024002301,2,3706-001,2,,,,
1098,53020200240016,1,5302020024001601,1,3705-001,1,,,,
1099,53020200240016,2,5302020024001601,2,3705-001,2,,,,
1100,53020200240016,3,5302020024001601,3,3705-001,3,,,,
1101,53020200240016,4,5302020024001601,4,3705-001,4,,,,
1102,53020200240016,5,5302020024001601,5,3705-001,5,,,,
1103,53020200240009,1,5302020024000901,1,3704-001,1,,,,
1104,53020200240009,2,5302020024000901,2,3704-001,2,,,,
1105,53020200240009,3,5302020024000901,3,3704-001,3,,,,
1106,53020200240009,4,5302020024000901,4,3704-001,4,,,,
1107,53020200240009,5,5302020024000901,5,3704-001,5,,,,
1108,53020200240009,6,5302020024000901,6,3704-001,6,,,,
1109,53020200240009,7,5302020024000901,7,3704-001,7,,,,
1110,53020200240009,8,5302020024000901,8,3704-001,8,,,,
1111,53020200240009,9,5302020024000901,9,3704-001,9,,,,
1112,53020190080072,1,5302019008007201,1,3703-001,1,,,,
1113,53020190080072,2,5302019008007201,2,3703-001,2,,,,
1114,53020190080072,3,,,,,,,,
1115,53020190080065,1,5302019008006501,1,3702-001,1,0824-001,1,0824-001-001,1
1116,53020190080065,2,5302019008006501,2,3702-001,2,0824-001,2,0824-001-001,2
1117,53020190080065,3,5302019008006501,3,3702-001,3,0824-001,3,0824-001-003,1
1118,53020190080065,4,5302019008006501,4,3702-001,4,0824-001,4,,
1119,53020190080065,5,5302019008006501,5,3702-001,5,0824-001,5,0824-001-001,5
1120,53020190080065,6,5302019008006501,6,3702-001,6,0824-006,2,,
1121,53020190080065,7,5302019008006501,7,3702-001,7,0824-001,6,0824-001-006,1
1122,53020190080065,8,5302019008006501,8,3702-008,1,,,,
1123,53020190080065,9,5302019008006501,9,3702-001,8,0824-001,7,0824-001-001,7
1124,53020190080065,10,5302019008006501,10,3702-001,9,0824-001,8,,
1125,53020190080065,11,5302019008006501,11,3702-001,10,0824-001,9,0824-001-001,9
1126,53020190080062,1,5302019008006201,1,3699-001,1,0820-001,1,,
1127,53020190080062,2,5302019008006201,2,3699-001,2,0820-001,2,0820-001-002,2
1128,53020190080062,3,5302019008006203,2,3700-001,2,,,,
1129,53020190080062,4,5302019008006201,3,3699-003,2,,,,
1130,53020190080062,5,5302019008006201,4,3699-004,3,,,,
1131,53020190080062,6,5302019008006205,3,3700-001,3,,,,
1132,53020190080062,7,5302019008006201,5,,,0820-001,5,0820-001-003,6
1133,53020190080062,8,5302019008006201,6,3699-001,3,0820-001,3,0820-001-003,4
1134,53020190080062,9,5302019008006201,8,3699-008,1,,,,
1135,53020190080062,10,5302019008006201,7,,,,,,
1136,53020190080059,1,5302019008005901,1,3698-001,1,0817-001,1,0817-001-001,1
1137,53020190080059,2,5302019008005901,2,3698-001,2,0817-001,2,0817-001-001,2
1138,53020190080059,3,5302019008005901,3,3698-001,3,0817-001,3,0817-001-001,3
1139,53020190080059,4,5302019008005901,4,3698-001,4,0817-001,4,0817-001-001,4
1140,53020190080059,5,5302019008005901,5,3698-001,5,0817-001,5,0817-001-001,5
1141,53020190080059,6,5302019008005901,6,3698-001,6,0817-001,6,0817-001-001,6
1142,53020190080059,7,5302019008005901,7,3698-001,8,0817-001,8,0817-001-001,8
1143,53020190080059,8,5302019008005901,8,3698-001,9,0817-009,2,0817-009-001,2
1144,53020190080048,1,5302019008004801,1,3697-001,1,0816-001,1,0816-001-001,1
1145,53020190080048,2,5302019008004801,2,3697-001,2,0816-001,2,0816-001-001,2
1146,53020190080048,3,,,,,,,,
1147,53020190080048,4,5302019008004801,3,3697-001,3,0816-003,1,0816-003-001,1
1148,53020190080048,5,5302019008004801,4,3697-001,4,0816-004,2,,
1149,53020190080048,6,5302019008004801,5,3697-001,5,0816-005,2,0816-005-001,2
1150,53020190080048,7,5302019008004801,6,3697-001,6,0816-001,3,0816-001-001,3
1151,53020190080048,8,5302019008004801,7,3697-001,7,0816-001,4,0816-001-001,4
1152,53020190080044,1,5302019008004401,1,3696-001,1,,,,
1153,53020190080044,2,5302019008004401,2,3696-001,2,,,,
1154,53020190080044,3,5302019008004401,3,3696-001,3,,,,
1155,53020190080044,4,5302019008004401,4,3696-001,4,,,,
1156,53020190080044,5,5302019008004401,5,3696-001,5,,,,
1157,53020190080044,6,5302019008004401,6,3696-001,6,,,,
1158,53020190080044,7,5302019008004401,7,3696-001,7,,,,
1159,53020190080044,8,5302019008004401,8,3696-001,8,,,,
1160,53020190080044,9,5302019008004401,9,3696-001,9,,,,
1161,53020190080036,1,5302019008003601,1,3695-001,1,,,,
1162,53020190080036,2,5302019008003601,2,3695-001,2,,,,
1163,53020190080034,1,5302019008003401,1,3694-001,1,0813-001,1,0813-001-001,1
1164,53020190080034,2,5302019008003401,2,3694-001,2,0813-001,2,0813-001-001,2
1165,53020190080034,3,5302019008003401,3,3694-001,3,0813-001,3,0813-001-001,3
1166,53020190080034,4,5302019008003401,4,3694-001,4,0813-001,4,0813-001-001,4
1167,53020190080034,5,5302019008003401,5,3694-001,5,0813-001,5,0813-001-001,5
1168,53020190080034,6,5302019008003401,6,3694-001,6,0813-006,2,0813-006-001,2
1169,53020150090068,1,5302015009006801,1,3693-001,1,,,,
1170,53020150090068,2,5302015009006801,2,3693-001,2,,,,
1171,53020150090068,3,5302015009006801,3,3693-001,3,,,,
1172,53020150090068,4,5302015009006801,4,3693-001,4,,,,
1173,53020150090068,5,5302015009006801,5,3693-001,5,,,,
1174,53020150090068,6,,,,,,,,
1175,53020150090068,7,5302015009006801,6,3693-006,2,,,,
1176,53020150090068,8,,,,,,,,
1177,53020150090067,1,5302015009006701,1,3691-001,1,,,,
1178,53020150090067,2,5302015009006701,2,3691-001,2,,,,
1179,53020150090067,3,5302015009006703,2,3692-001,2,,,,
1180,53020150090067,4,5302015009006701,3,3691-001,3,,,,
1181,53020150090067,5,5302015009006701,4,3691-001,4,,,,
1182,53020150090067,6,5302015009006701,5,3691-001,5,,,,
1183,53020150090067,7,5302015009006703,3,3692-001,3,,,,
1184,53020150090065,1,5302015009006501,1,,,,,,
1185,53020150090065,2,5302015009006501,2,3690-002,1,,,,
1186,53020150090065,3,5302015009006501,3,3690-002,2,,,,
1187,53020150090065,4,5302015009006501,4,3690-004,2,,,,
1188,53020150090065,5,5302015009006501,5,3690-004,3,,,,
1189,53020150090065,6,5302015009006501,6,3690-002,3,,,,
1190,53020150090055,1,5302015009005501,1,3688-001,1,,,,
1191,53020150090055,2,5302015009005501,2,3688-001,2,,,,
1192,53020150090055,3,5302015009005501,3,3688-001,3,,,,
1193,53020150090055,4,5302015009005501,4,3688-001,4,,,,
1194,53020150090055,5,5302015009005501,5,3688-001,5,,,,
1195,53020150090055,6,5302015009005501,6,3688-001,6,,,,
1196,53020150090055,7,5302015009005501,7,3688-001,7,,,,
1197,53020150090055,8,5302015009005501,8,3688-001,8,,,,
1198,53020150090055,9,5302015009005501,9,3688-001,9,,,,
1199,53020150090055,10,5302015009005501,10,3688-001,10,,,,
1200,53020150090055,11,5302015009005511,3,,,,,,
1201,53020150090055,12,,,3689-001,9,,,,
1202,53020150090055,13,5302015009005501,11,3688-001,11,,,,
1203,53020150090047,1,5302015009004701,1,3687-001,1,,,,
1204,53020150090047,2,5302015009004701,2,3687-001,2,,,,
1205,53020150090047,3,5302015009004701,3,3687-001,3,,,,
1206,53020150090047,4,,,,,,,,
1207,53020150090042,1,5302015009004201,1,3685-001,1,,,,
1208,53020150090042,2,5302015009004201,2,3685-001,2,,,,
1209,53020150090042,3,5302015009004203,2,3686-001,2,,,,
1210,53020150090042,4,5302015009004201,3,3685-001,3,,,,
1211,53020150090042,5,5302015009004201,4,3685-001,4,,,,
1212,53020150090042,6,5302015009004201,5,,,,,,
1213,53020150090042,7,5302015009004201,6,3685-001,5,,,,
1214,53020150090042,8,5302015009004201,7,3685-001,6,,,,
1215,53020150090042,9,5302015009004201,8,3685-001,7,,,,
1216,53020150090042,10,5302015009004201,9,3685-001,8,,,,
1217,53020150090042,11,5302015009004201,10,3685-010,2,,,,
1218,53020150090042,12,5302015009004201,11,3685-001,9,,,,
1219,53020150090042,13,5302015009004201,12,3685-001,10,,,,
1220,53020150090042,14,5302015009004201,13,3685-001,11,,,,
1221,53020150090042,15,5302015009004201,14,3685-001,12,,,,
1222,53020150090042,16,5302015009004201,15,3685-001,13,,,,
1223,53020150090042,17,5302015009004201,16,3685-001,14,,,,
1224,53020150090042,18,5302015009004201,17,3685-001,15,,,,
1225,53020150090013,1,5302015009001301,1,3684-001,1,,,,
1226,53020150090013,2,5302015009001301,2,3684-001,2,,,,
1227,53020150090013,3,5302015009001301,3,3684-001,3,,,,
1228,53020150090013,4,5302015009001301,4,3684-001,4,,,,
1229,53020150090013,5,5302015009001301,8,3684-008,3,,,,
1230,53020150090013,6,5302015009001301,5,3684-005,2,,,,
1231,53020150090013,7,5302015009001301,6,3684-001,5,,,,
1232,53020150090013,8,5302015009001301,7,3684-001,6,,,,
1233,53020150090006,1,,,3683-101,1,,,,
1234,53020150090006,2,,,3683-102,2,,,,
1235,53020150090006,3,,,3683-102,3,,,,
1236,53020150090006,4,5302015009000604,1,3683-001,1,,,,
1237,53020150090006,5,5302015009000604,2,3683-001,2,,,,
1238,53020150090006,6,,,3683-102,5,,,,
1239,53020150090006,7,,,3683-102,7,,,,
1240,53020150090006,8,,,3683-102,4,,,,
1241,53020150090006,9,,,3683-102,6,,,,
1242,53020120120072,1,5302012012007201,1,3681-001,1,,,,
1243,53020120120072,2,5302012012007201,2,3681-001,2,,,,
1244,53020120120072,3,5302012012007201,3,3681-001,3,,,,
1245,53020120120072,4,5302012012007201,4,3681-001,4,,,,
1246,53020120120072,5,5302012012007201,5,3681-001,5,,,,
1247,53020120120072,6,5302012012007201,6,3681-001,6,,,,
1248,53020120120072,7,5302012012007207,2,3682-001,2,,,,
1249,53020120120072,8,5302012012007201,7,,,,,,
1250,53020120120065,1,5302012012006501,1,3680-001,1,,,,
1251,53020120120065,2,5302012012006501,2,3680-001,2,,,,
1252,53020120120065,3,5302012012006501,3,3680-001,3,,,,
1253,53020120120065,4,5302012012006501,4,3680-001,4,,,,
1254,53020120120062,1,5302012012006201,1,,,,,,
1255,53020120120062,2,5302012012006201,2,3679-002,1,,,,
1256,53020120120062,3,5302012012006201,3,3679-002,2,,,,
1257,53020120120062,4,5302012012006201,4,3679-002,3,,,,
1258,53020120120062,5,5302012012006201,5,3679-002,4,,,,
1259,53020120120062,6,5302012012006201,6,3679-002,5,,,,
1260,53020120120062,7,5302012012006201,7,3679-002,6,,,,
1261,53020120120062,8,5302012012006201,8,3679-002,7,,,,
1262,53020120120062,9,5302012012006201,9,3679-002,8,,,,
1263,53020120120049,1,5302012012004901,1,3678-001,1,,,,
1264,53020120120049,2,5302012012004901,2,3678-001,2,,,,
1265,53020120120049,3,5302012012004901,3,3678-001,3,,,,
1266,53020120120049,4,5302012012004901,4,3678-001,4,,,,
1267,53020120120049,5,5302012012004901,5,3678-001,5,,,,
1268,53020120120049,6,5302012012004901,6,3678-001,6,,,,
1269,53020120120049,7,5302012012004901,7,3678-001,7,,,,
1270,53020120120049,8,5302012012004901,8,3678-001,8,,,,
1271,53020120120049,9,5302012012004901,9,3678-001,9,,,,
1272,53020120120049,10,5302012012004901,10,3678-001,10,,,,
1273,53020120120048,1,5302012012004801,1,3677-001,1,,,,
1274,53020120120048,2,5302012012004801,2,3677-001,2,,,,
1275,53020120120048,3,,,,,,,,
1276,53020120120048,4,5302012012004801,3,3677-001,3,,,,
1277,53020120120044,1,5302012012004401,1,3676-001,1,,,,
1278,53020120120044,2,5302012012004401,2,3676-001,2,,,,
1279,53020120120044,3,5302012012004401,3,3676-001,3,,,,
1280,53020120120044,4,5302012012004401,4,3676-001,4,,,,
1281,53020120120044,5,5302012012004401,5,3676-001,5,,,,
1282,53020120120036,1,5302012012003601,1,3675-001,1,,,,
1283,53020120120036,2,5302012012003601,2,3675-001,2,,,,
1284,53020120120036,3,5302012012003601,3,3675-001,3,,,,
1285,53020120120036,4,5302012012003601,4,3675-001,4,,,,
1286,53020120120034,1,5302012012003401,2,3674-001,2,,,,
1287,53020120120034,2,5302012012003401,3,3674-003,3,,,,
1288,53020120120034,3,,,3674-001,5,,,,
1289,53020120120034,4,5302012012003401,4,3674-001,3,,,,
1290,53020120120034,5,5302012012003401,5,3674-001,4,,,,
1291,53020110120084,1,5302011012008401,1,3673-001,1,,,,
1292,53020110120084,2,5302011012008401,2,3673-001,2,,,,
1293,53020110120084,3,5302011012008401,3,3673-001,3,,,,
1294,53020110120084,4,5302011012008401,4,3673-001,4,,,,
1295,53020110120084,5,5302011012008401,5,3673-001,5,,,,
1296,53020110120084,6,5302011012008401,6,3673-001,6,,,,
1297,53020110120084,7,5302011012008401,7,3673-001,7,,,,
1298,53020110120084,8,5302011012008401,8,3673-001,8,,,,
1299,53020110120084,9,5302011012008401,9,3673-001,9,,,,
1300,53020110120075,1,5302011012007501,1,3672-001,1,,,,
1301,53020110120075,2,5302011012007501,2,3672-002,2,,,,
1302,53020110120075,3,5302011012007501,3,,,,,,
1303,53020110120074,1,5302011012007401,1,,,,,,
1304,53020110120074,2,5302011012007401,2,,,,,,
1305,53020110120074,3,5302011012007401,3,3671-003,1,,,,
1306,53020110120050,1,5302011012005001,1,3670-001,1,,,,
1307,53020110120050,2,5302011012005001,2,3670-001,2,,,,
1308,53020110120050,3,5302011012005001,3,3670-001,3,,,,
1309,53020110120050,4,5302011012005001,4,3670-001,4,,,,
1310,53020110120050,5,5302011012005001,5,3670-001,5,,,,
1311,53020110120050,6,5302011012005001,6,3670-001,6,,,,
1312,53020110120050,7,5302011012005001,7,3670-001,7,,,,
1313,53020110120050,8,5302011012005001,8,3670-001,8,,,,
1314,53020110120050,9,5302011012005001,9,3670-001,9,,,,
1315,53020110120050,10,5302011012005001,10,3670-001,10,,,,
1316,53020110120050,11,5302011012005001,11,3670-001,11,,,,
1317,53020110120045,1,5302011012004501,1,3669-001,1,,,,
1318,53020110120045,2,5302011012004501,2,3669-001,2,,,,
1319,53020110120045,3,5302011012004501,3,3669-001,3,,,,
1320,53020110120045,4,5302011012004501,4,3669-001,4,,,,
1321,53020110120045,5,5302011012004501,5,3669-001,5,,,,
1322,53020110120045,6,5302011012004501,6,3669-006,1,,,,
1323,53020110120035,1,5302011012003501,1,3668-001,1,,,,
1324,53020110120035,2,5302011012003501,2,3668-001,2,,,,
1325,53020110120035,3,5302011012003501,3,3668-001,3,,,,
1326,53020110120035,4,5302011012003501,4,3668-001,4,,,,
1327,53020110120035,5,5302011012003501,5,3668-001,5,,,,
1328,53020110120035,6,5302011012003501,6,3668-001,6,,,,
1329,53020110120023,1,,,,,,,,
1330,53020110120023,2,5302011012002302,1,,,,,,
1331,53020110120023,3,5302011012002302,2,,,,,,
1332,53020110120023,4,5302011012002302,3,3667-003,1,,,,
1333,53020110120023,5,,,,,,,,
1334,53020110030062,1,5302011003006201,1,3666-001,1,,,,
1335,53020110030062,2,5302011003006201,2,3666-001,2,,,,
1336,53020110030062,3,5302011003006201,3,3666-001,3,,,,
1337,53020110030062,4,,,,,,,,
1338,53020110030062,5,5302011003006201,4,3666-001,4,,,,
1339,53020110030062,6,5302011003006201,5,,,,,,
1340,53020110030054,1,5302011003005401,1,3665-001,1,,,,
1341,53020110030054,2,5302011003005401,2,3665-001,2,,,,
1342,53020110030054,3,,,,,,,,
1343,53020110030054,4,5302011003005401,3,3665-001,3,,,,
1344,53020110030054,5,5302011003005401,4,3665-001,4,,,,
1345,53020110030054,6,5302011003005401,5,3665-001,5,,,,
1346,53020110030054,7,5302011003005401,6,3665-001,6,,,,
1347,53020110030054,8,5302011003005401,7,3665-001,7,,,,
1348,53020110030044,1,5302011003004401,1,3664-001,1,,,,
1349,53020110030044,2,5302011003004401,2,3664-001,2,,,,
1350,53020110030044,3,5302011003004401,3,3664-001,3,,,,
1351,53020110030044,4,5302011003004401,4,3664-001,4,,,,
1352,53020110030042,1,5302011003004201,1,3663-001,1,,,,
1353,53020110030042,2,,,,,,,,
1354,53020110030042,3,5302011003004201,2,3663-001,2,,,,
1355,53020110030042,4,5302011003004201,3,3663-001,3,,,,
1356,53020110030040,1,5302011003004001,1,3662-001,1,,,,
1357,53020110030040,2,,,,,,,,
1358,53020110030040,3,5302011003004001,2,3662-001,2,,,,
1359,53020110030040,4,5302011003004001,3,3662-001,3,,,,
1360,53020110030035,1,5302011003003501,1,3661-001,1,,,,
1361,53020110030035,2,5302011003003501,2,3661-001,2,,,,
1362,53020110030035,3,5302011003003501,3,3661-003,2,,,,
1363,53020110030035,4,5302011003003501,4,3661-001,3,,,,
1364,53020110030035,5,5302011003003501,5,3661-001,4,,,,
1365,53020110030035,6,5302011003003501,6,3661-001,5,,,,
1366,53020110030035,7,5302011003003501,7,3661-001,6,,,,
1367,53020110030035,8,5302011003003501,8,3661-001,7,,,,
1368,53020110030035,9,5302011003003501,9,3661-001,8,,,,
1369,53020110030035,10,5302011003003501,10,3661-001,9,,,,
1370,53020110030034,1,5302011003003401,1,3660-001,1,,,,
1371,53020110030034,2,5302011003003401,2,3660-001,2,,,,
1372,53020110030034,3,5302011003003401,3,3660-001,3,,,,
1373,53020110030028,1,5302011003002801,1,3659-001,1,,,,
1374,53020110030028,2,5302011003002801,2,3659-002,1,,,,
1375,53020110030028,3,5302011003002801,3,3659-001,2,,,,
1376,53020110030028,4,5302011003002801,4,3659-001,3,,,,
1377,53020110030028,5,5302011003002801,5,3659-001,4,,,,
1378,53020110030028,6,5302011003002801,6,3659-001,5,,,,
1379,53020110030028,7,5302011003002801,7,3659-001,6,,,,
1380,53020100050092,1,5302010005009201,1,3658-001,1,,,,
1381,53020100050092,2,5302010005009201,2,3658-001,2,,,,
1382,53020100050092,3,5302010005009201,3,3658-001,3,,,,
1383,53020100050092,4,5302010005009201,4,3658-001,4,,,,
1384,53020100050092,5,5302010005009201,5,3658-001,5,,,,
1385,53020100050091,1,5302010005009101,1,3656-001,1,,,,
1386,53020100050091,2,5302010005009101,2,3656-001,2,,,,
1387,53020100050091,3,5302010005009101,3,3656-001,3,,,,
1388,53020100050091,4,5302010005009101,4,3656-001,4,,,,
1389,53020100050091,5,5302010005009101,5,3656-001,5,,,,
1390,53020100050091,6,5302010005009106,2,3657-001,2,,,,
1391,53020100050090,1,5302010005009001,1,3654-001,1,,,,
1392,53020100050090,2,5302010005009001,2,3654-001,2,,,,
1393,53020100050090,3,5302010005009003,1,3655-001,1,,,,
1394,53020100050086,1,5302010005008601,1,3653-001,1,,,,
1395,53020100050086,2,5302010005008601,2,3653-001,2,,,,
1396,53020100050086,3,5302010005008601,3,3653-001,3,,,,
1397,53020100050086,4,5302010005008601,4,3653-001,4,,,,
1398,53020100050086,5,5302010005008601,5,3653-001,5,,,,
1399,53020100050086,6,5302010005008601,6,3653-001,6,,,,
1400,53020100050086,7,5302010005008601,7,3653-001,7,,,,
1401,53020100050086,8,5302010005008601,8,,,,,,
1402,53020100050067,1,5302010005006701,2,,,,,,
1403,53020100050067,2,,,,,,,,
1404,53020100050067,3,,,,,,,,
1405,53020100050067,4,5302010005006701,5,,,,,,
1406,53020100050065,1,5302010005006501,1,3650-001,1,,,,
1407,53020100050065,2,5302010005006501,2,3650-002,1,,,,
1408,53020100050065,3,5302010005006501,3,3650-002,2,,,,
1409,53020100050065,4,5302010005006504,2,,,,,,
1410,53020100050055,1,5302010005005501,1,3648-001,1,,,,
1411,53020100050055,2,5302010005005501,2,3648-001,2,,,,
1412,53020100050055,3,5302010005005501,3,3648-001,3,,,,
1413,53020100050055,4,5302010005005501,4,3648-001,4,,,,
1414,53020100050055,5,5302010005005505,4,,,,,,
1415,53020100050055,6,5302010005005501,5,3648-001,5,,,,
1416,53020100050055,7,5302010005005501,6,3648-001,6,,,,
1417,53020100050055,8,5302010005005501,7,3648-001,7,,,,
1418,53020100050054,1,5302010005005401,1,3647-001,1,,,,
1419,53020100050054,2,5302010005005401,2,3647-001,2,,,,
1420,53020100050054,3,5302010005005401,3,3647-001,3,,,,
1421,53020100050054,4,,,,,,,,
1422,53020100050054,5,5302010005005401,4,3647-001,4,,,,
1423,53020100050054,6,5302010005005401,5,3647-001,5,,,,
1424,53020100050054,7,5302010005005401,6,3647-001,6,,,,
1425,53020100050054,8,5302010005005401,7,3647-001,7,,,,
1426,53020100050054,9,5302010005005401,8,3647-001,8,,,,
1427,53020100050054,10,5302010005005401,9,3647-001,9,,,,
1428,53020100050054,11,5302010005005401,10,3647-001,10,,,,
1429,53020080020050,1,5302008002005001,1,3646-001,1,,,,
1430,53020080020050,2,5302008002005001,2,3646-001,2,,,,
1431,53020080020050,3,5302008002005001,3,3646-001,3,,,,
1432,53020080020045,1,5302008002004501,1,3645-001,1,,,,
1433,53020080020045,2,5302008002004501,2,3645-001,2,,,,
1434,53020080020045,3,5302008002004501,3,3645-001,3,,,,
1435,53020080020045,4,5302008002004501,4,3645-001,4,,,,
1436,53020080020045,5,5302008002004501,5,3645-001,5,,,,
1437,53020080020045,6,5302008002004501,6,3645-001,10,,,,
1438,53020080020045,7,5302008002004501,7,3645-001,6,,,,
1439,53020080020035,1,5302008002003501,1,3644-001,1,,,,
1440,53020080020035,2,5302008002003501,2,3644-001,6,,,,
1441,53020080020035,3,5302008002003501,3,3644-001,2,,,,
1442,53020080020035,4,5302008002003501,4,3644-001,3,,,,
1443,53020080020035,5,5302008002003501,5,3644-001,4,,,,
1444,53020080020035,6,5302008002003501,6,3644-001,5,,,,
1445,53020080020029,1,,,,,,,,
1446,53020080020029,2,,,,,,,,
1447,53020080020029,3,,,,,,,,
1448,53020080020016,1,5302008002001601,1,3643-001,1,,,,
1449,53020080020016,2,5302008002001601,2,3643-001,2,,,,
1450,53020080020016,3,5302008002001601,3,3643-001,3,,,,
1451,53020080020016,4,5302008002001601,4,3643-001,4,,,,
1452,53020080020016,5,5302008002001601,5,3643-001,5,,,,
1453,53020080020016,6,5302008002001601,6,3643-001,6,,,,
1454,53020080020015,1,5302008002001501,1,3642-001,1,,,,
1455,53020080020015,2,5302008002001501,2,3642-001,2,,,,
1456,53020080020015,3,5302008002001501,3,3642-001,3,,,,
1457,53020080020009,1,5302008002000901,1,3641-001,1,,,,
1458,53020080020009,2,5302008002000901,2,3641-001,2,,,,
1459,53020080020009,3,5302008002000901,3,3641-001,3,,,,
1460,53020080020009,4,5302008002000901,4,3641-001,4,,,,
1461,53020080020009,5,5302008002000901,5,3641-001,5,,,,
1462,53020080020009,6,5302008002000901,6,3641-001,6,,,,
1463,53020080020009,7,5302008002000901,7,3641-001,7,,,,
1464,53020080020009,8,5302008002000901,8,3641-001,8,,,,
1465,53020080020002,1,,,,,,,,
1466,53020080020002,2,,,,,,,,
1467,53020080020002,3,,,,,,,,
1468,53020080020002,4,,,,,,,,
1469,53020060010044,1,5302006001004401,1,3639-001,1,,,,
1470,53020060010044,2,5302006001004402,1,3640-001,1,,,,
1471,53020060010036,1,5302006001003601,1,3638-001,1,0810-001,1,0810-001-001,1
1472,53020060010036,2,5302006001003601,2,3638-001,2,0810-001,2,0810-001-001,2
1473,53020060010036,3,5302006001003601,3,3638-001,3,0810-001,3,0810-001-001,3
1474,53020060010036,4,5302006001003601,4,3638-001,4,0810-001,4,0810-001-004,2
1475,53020060010036,5,5302006001003601,5,3638-001,5,0810-001,5,0810-001-001,5
1476,53020060010035,1,5302006001003501,1,3637-001,1,0809-001,1,0809-001-001,1
1477,53020060010035,2,5302006001003501,2,3637-001,2,0809-001,2,0809-001-001,2
1478,53020060010035,3,5302006001003501,3,3637-001,3,0809-001,3,0809-001-001,3
1479,53020060010035,4,5302006001003501,4,3637-001,4,0809-001,4,,
