sdd_hhid,foodbev,alctob,foodIN,foodOUT,utilities,clothing,hhexpenses,health,transport,communic,recreat,educa,other,expm,fisherb4c4,foodbevR,alctobR,foodINR,foodOUTR,utilitiesR,clothingR,hhexpensesR,healthR,transportR,communicR,recreatR,educaR,otherR,expmR,region,quarter,urban,area,mainland,hhsize,adulteq
0391-001-001,4871533,0,4039533.25,832000,329200,680000,0,0,744000,120000,0,3550000,249000,9863733,1.01817429065704,4784576.5,0,3967428,817148.875,323323.8125,667862.0625,0,0,730719.6875,117858.015625,0,3486633,244555.375,9687667,9,Oct-Dec 2019,Rural,Rural,Mainland,7,6.159999996423721
0391-005-001,1175200,0,837200,338000,120800,80000,48000,0,0,60000,0,0,138000,1542000,1.09682285785675,1071458.375,0,763295.5625,308162.8125,110136.2890625,72937.9375,43762.765625,0,0,54703.45703125,0,0,125817.9453125,1405878.75,9,Jul-Sep 2019,Urban,Rest of urban,Mainland,3,2.280000001192093
0392-001-002,1303466.625,0,1303466.625,0,120000,70000,24000,234000,32400,54000,0,50000,60000,1877866.625,0.969407081604004,1344601.875,0,1344601.875,0,123787.0078125,72209.0859375,24757.400390625,241384.65625,33422.4921875,55704.15234375,0,51577.91796875,61893.50390625,1937129,9,Jul-Sep 2019,Rural,Rural,Mainland,4,3.680000066757202
0393-001-001,2004104.75,0,1848104.75,156000,281200,190000,48000,195000,0,36000,0,300000,300000,3164304.75,0.969407081604004,2067351,0,1906428,160923.109375,290074.21875,195996.09375,49514.80078125,201153.890625,0,37136.1015625,0,309467.5,309467.5,3264165,9,Jul-Sep 2019,Rural,Rural,Mainland,4,4.080000042915344
0393-002-001,2174466.75,0,2122466.75,52000,125200,120000,24400,0,0,72000,0,0,126000,2522066.75,0.969407081604004,2243089.5,0,2189448.25,53641.03515625,129151.109375,123787.0078125,25170.025390625,0,0,74272.203125,0,0,129976.359375,2601659,9,Jul-Sep 2019,Rural,Rural,Mainland,2,1.7599999904632568
0394-001-001,2501200,0,2501200,0,130000,290000,30000,0,364000,72000,0,30000,126000,3253200,1.01817429065704,2456554,0,2456554,0,127679.515625,284823.53125,29464.50390625,0,357502.65625,70714.8046875,0,29464.50390625,123750.9140625,3195130.75,9,Oct-Dec 2019,Rural,Rural,Mainland,4,2.919999986886978
0395-001-001,2293362.5,0,1528962.5,764400,5200,331500,53000,0,936000,168000,0,177700,419300,4052562.5,0.95273357629776,2407139.25,0,1604816.375,802322.9375,5457.97900390625,347946.15625,55629.40234375,0,982436.25,176334.71875,0,186515.9375,440102.0625,4253615.5,10,Jan-Mar 2019,Rural,Rural,Mainland,7,5.719999969005585
0395-001-006,3133188.75,260000,3029188.75,364000,5200,268000,228800,0,0,96000,0,82500,252400,4058088.75,0.95273357629776,3288630.5,272898.96875,3179471,382058.53125,5457.97900390625,281295.84375,240151.078125,0,0,100762.6953125,0,86592.9375,264921.90625,4259416,10,Jan-Mar 2019,Rural,Rural,Mainland,6,4.399999976158142
0396-001-001,2688400,10400,1710800,988000,236000,8000,24000,546000,0,120000,0,0,74400,3699200,0.95273357629776,2821775.25,10915.9580078125,1795675.125,1037016.0625,247708.28125,8396.890625,25190.673828125,573087.8125,0,125953.3671875,0,0,78091.0859375,3882722.5,10,Jan-Mar 2019,Rural,Rural,Mainland,2,1.8799999952316284
0396-102-001,1773928,0,707928,1066000,442000,120000,348000,19500,182000,0,0,0,135800,2901228,1.09637653827667,1617991.625,0,645697.875,972293.6875,403146.15625,109451.4453125,317409.1875,17785.859375,166001.359375,0,0,0,123862.5546875,2646196.75,7,Jul-Sep 2019,Urban,Dar es Salaam,Mainland,1,0.8799999952316284
0397-001-001,2107300,681200,2216500,572000,75600,63800,52600,0,0,48000,0,0,129600,3094300,0.95273357629776,2211846,714995.25,2326463.5,600377.6875,79350.6171875,66965.203125,55209.55859375,0,0,50381.34765625,0,0,136029.640625,3247812.5,10,Jan-Mar 2019,Rural,Rural,Mainland,4,3.2399999797344208
0398-001-001,1426547.75,0,1114547.75,312000,106400,42000,32400,24000,156000,48000,0,0,86000,1879347.75,0.842694699764252,1692840.5,0,1322599.75,370240.84375,126261.625,49840.11328125,38448.08984375,28480.064453125,185120.421875,56960.12890625,0,0,102053.5703125,2230164.5,10,Apr-Jun 2019,Urban,Rest of urban,Mainland,1,0.8799999952316284
0398-001-002,1843080,0,1583080,260000,401200,215000,208400,274000,592000,72000,0,0,360000,3750680,0.842694699764252,2187126.5,0,1878592.625,308534.03125,476091.75,255133.921875,247301.90625,325147.40625,702508.25,85440.1953125,0,0,427200.96875,4450817,10,Apr-Jun 2019,Urban,Rest of urban,Mainland,3,2.280000001192093
0398-001-003,1275300,0,1275300,0,111600,100000,42000,0,291200,36000,0,36000,144000,1936100,0.842694699764252,1513359.5,0,1513359.5,0,132432.296875,118666.9375,49840.11328125,0,345558.125,42720.09765625,0,42720.09765625,170880.390625,2297510.5,10,Apr-Jun 2019,Urban,Rest of urban,Mainland,4,3.360000044107437
0398-001-005,2402400,0,2220400,182000,5200,142000,72600,9100,0,84000,0,40000,38400,2651700,0.972517251968384,2470290.25,0,2283147.25,187143.203125,5346.94873046875,146012.828125,74651.6328125,9357.16015625,0,86373.7890625,0,41130.375,39485.16015625,2726635.5,10,Apr-Jun 2019,Rural,Rural,Mainland,7,5.5999999940395355
0399-001-001,1207982.625,0,1207982.625,0,10400,220000,53200,0,288000,84000,0,280000,48000,1971582.625,0.989414274692535,1220906.75,0,1220906.75,0,10511.26953125,222353.78125,53769.1875,0,291081.3125,84898.7109375,0,282995.71875,48513.55078125,1992676.5,10,Jan-Mar 2019,Urban,Rest of urban,Mainland,7,5.840000033378601
0400-001-001,1979309.125,0,1979309.125,0,436000,73000,43000,91000,0,48000,0,290000,156000,3043309,1.03654038906097,1909534,0,1909534,0,420630,70426.5859375,41484.15234375,87792.046875,0,46307.890625,0,279776.84375,150500.640625,2936025.5,10,Oct-Dec 2019,Urban,Rest of urban,Mainland,4,3.199999988079071
0401-001-001,1825416.75,0,1747416.75,78000,5200,195000,69000,156000,156000,72000,2000,1282500,132000,3700116.75,0.95273357629776,1915978.125,0,1834108.5,81869.6875,5457.97900390625,204674.21875,72423.1875,163739.375,163739.375,75572.015625,2099.22265625,1346126.625,138548.703125,3883684.75,10,Jan-Mar 2019,Rural,Rural,Mainland,6,4.7599999606609344
0402-001-002,1374404.5,572000,1166404.5,780000,5200,105500,24000,0,0,180000,0,0,72000,2227604.5,0.989414274692535,1389109.25,578119.8125,1178883.875,788345.1875,5255.634765625,106628.7421875,24256.775390625,0,0,181925.8125,0,0,72770.328125,2251437.5,10,Jan-Mar 2019,Urban,Rest of urban,Mainland,3,2.3599999845027924
0402-001-003,2143050,754000,1893450,1003600,47200,175000,151000,97500,0,48000,2000,0,115200,3357950,0.95273357629776,2249369.75,791407,1987386.625,1053390,49541.65625,183681.984375,158491.3125,102337.109375,0,50381.34765625,2099.22265625,0,120915.234375,3524542.5,10,Jan-Mar 2019,Rural,Rural,Mainland,3,2.280000001192093
0403-001-001,2472853.25,83200,2556053.25,0,41200,285000,68000,105000,932000,60000,0,3060000,131600,6953853,0.95273357629776,2595535,87327.6640625,2682862.5,0,43243.98828125,299139.25,71373.5703125,110209.1953125,978237.8125,62976.68359375,0,3211810.75,138128.859375,7298843,10,Jan-Mar 2019,Rural,Rural,Mainland,4,3.9600000381469727
0404-001-001,863694.4375,551200,1050894.5,364000,46400,41000,36500,325000,0,48000,0,0,65400,1936194.5,0.95273357629776,906543.5,578545.8125,1103030.875,382058.53125,48701.96875,43034.06640625,38310.81640625,341123.6875,0,50381.34765625,0,0,68644.5859375,2032251.75,10,Jan-Mar 2019,Rural,Rural,Mainland,1,1
0405-001-001,1443108.375,260000,1547108.375,156000,10400,301000,12000,20000,0,60000,0,42000,24000,1871508.375,0.95273357629776,1514703,272898.96875,1623862.5,163739.375,10915.9580078125,315933.03125,12595.3369140625,20992.2265625,0,62976.68359375,0,44083.6796875,25190.673828125,1964356.5,10,Jan-Mar 2019,Rural,Rural,Mainland,7,5.400000035762787
0405-001-005,3489200,0,0,3489200,96000,140000,148000,0,312000,120000,0,0,206400,4371600,1.09796249866486,3177886.25,0,0,3177886.25,87434.6796875,127508.90625,134795.125,0,284162.71875,109293.3515625,0,0,187984.5625,3981556.75,7,Oct-Dec 2019,Urban,Dar es Salaam,Mainland,1,0.8799999952316284
0405-003-001,628150.6875,0,628150.6875,0,113200,36000,33000,0,52000,24000,0,0,78000,928350.6875,0.95273357629776,659314.125,0,659314.125,0,118816.0078125,37786.0078125,34637.17578125,0,54579.79296875,25190.673828125,0,0,81869.6875,974407.4375,10,Jan-Mar 2019,Rural,Rural,Mainland,1,0.8799999952316284
0406-001-001,4154800,104000,3998800,260000,425200,545000,335000,299000,1160000,120000,30000,500000,108000,7236000,1.01817429065704,4080637.25,102143.609375,3927422,255359.03125,417610.21875,535271.8125,329020.28125,293662.875,1139294.125,117858.015625,29464.50390625,491075.0625,106072.2109375,7106838.5,22,Oct-Dec 2019,Rural,Rural,Mainland,5,3.639999955892563
0407-001-001,2602585,0,2602585,0,120000,200000,74000,104000,780000,24000,0,35000,94000,3833585,0.972517251968384,2676132.5,0,2676132.5,0,123391.125,205651.875,76091.1953125,106938.9765625,802042.3125,24678.224609375,0,35989.078125,96656.3828125,3941919.75,10,Apr-Jun 2019,Rural,Rural,Mainland,4,2.919999986886978
0408-001-001,2312266.75,312000,2624266.75,0,6400,310000,148400,0,0,60000,0,98000,120000,3057066.75,0.972517251968384,2377610,320816.9375,2698427,0,6580.8603515625,318760.40625,152593.6875,0,0,61695.5625,0,100769.421875,123391.125,3143457.5,10,Apr-Jun 2019,Rural,Rural,Mainland,7,5.999999970197678
0409-001-001,2762462.5,0,2762462.5,0,11200,182000,338000,111500,80400,48000,0,348000,177600,3877162.5,0.972517251968384,2840528,0,2840528,0,11516.5048828125,187143.203125,347551.6875,114650.921875,82672.0546875,49356.44921875,0,357834.28125,182618.875,3986728.75,10,Apr-Jun 2019,Rural,Rural,Mainland,11,8.959999978542328
0411-001-001,2234879.25,0,2234879.25,0,5200,212500,34200,273000,0,36000,0,94300,87400,2764979.25,0.972517251968384,2298035.5,0,2298035.5,0,5346.94873046875,218505.125,35166.47265625,280714.8125,0,37017.33984375,0,96964.859375,89869.8671875,2843116,10,Apr-Jun 2019,Rural,Rural,Mainland,7,5.560000002384186
0412-001-001,1093210.375,0,1093210.375,0,5200,77000,56000,0,0,0,0,0,30000,1184410.375,0.972517251968384,1124103.875,0,1124103.875,0,5346.94873046875,79175.9765625,57582.52734375,0,0,0,0,0,30847.78125,1217881.125,10,Apr-Jun 2019,Rural,Rural,Mainland,2,1.8799999952316284
0414-001-001,2226377,0,2096377,130000,0,185000,57500,130000,0,0,0,20000,58000,2491877,0.972517251968384,2289293,0,2155619.25,133673.71875,0,190227.984375,59124.9140625,133673.71875,0,0,0,20565.1875,59639.04296875,2562296,10,Apr-Jun 2019,Rural,Rural,Mainland,4,2.919999986886978
0415-002-001,1354080,0,1354080,0,5200,82500,108000,6500,0,0,0,0,44400,1518180,0.972517251968384,1392345.5,0,1392345.5,0,5346.94873046875,84831.3984375,111052.015625,6683.68603515625,0,0,0,0,45654.71875,1561082.875,10,Apr-Jun 2019,Rural,Rural,Mainland,3,2.7200000286102295
0416-001-001,6432920,156000,6588920,0,0,363000,58000,0,0,36000,0,20000,72000,6774920,0.972517251968384,6614710.5,160408.46875,6775119,0,0,373258.15625,59639.04296875,0,0,37017.33984375,0,20565.1875,74034.6796875,6966375,10,Apr-Jun 2019,Rural,Rural,Mainland,7,6.64000004529953
0418-001-001,2562300,104000,2666300,0,0,118000,48000,0,0,21600,0,110000,74400,2920300,0.972517251968384,2634709,106938.9765625,2741648,0,0,121334.609375,49356.44921875,0,0,22210.40234375,0,113108.53125,76502.5,3002826,10,Apr-Jun 2019,Rural,Rural,Mainland,7,5.199999988079071
0419-001-001,1396850,0,1396850,0,10400,318000,48000,0,864000,192000,0,1060000,90000,3661250,0.972517251968384,1436324.125,0,1436324.125,0,10693.8974609375,326986.5,49356.44921875,0,888416.125,197425.796875,0,1089955,92543.34375,3764714.75,10,Apr-Jun 2019,Rural,Rural,Mainland,6,5.0799999833106995
0420-001-001,1329293.375,0,1329293.375,0,41200,98000,236600,168000,0,48000,0,19000,54000,1896093.375,0.95273357629776,1395241.5,0,1395241.5,0,43243.98828125,102861.9140625,248338.046875,176334.71875,0,50381.34765625,0,19942.615234375,56679.015625,1990161.125,10,Jan-Mar 2019,Rural,Rural,Mainland,3,2.439999997615814
0420-001-003,991957.8125,111428.5703125,1103386.375,0,5200,72000,0,204000,0,0,0,0,90000,1402586.375,0.95273357629776,1041170.1875,116956.6953125,1158126.875,0,5457.97900390625,75572.015625,0,214120.71875,0,0,0,0,94465.0234375,1472170.625,10,Jan-Mar 2019,Rural,Rural,Mainland,4,2.6800000071525574
0421-001-001,5400868.5,208000,4516868.5,1092000,227200,279500,81000,201500,300000,180000,2000,95300,132000,6827868.5,0.972517251968384,5553494,213877.953125,4644512.5,1122859.25,233620.53125,287398.5,83289.0078125,207194.265625,308477.8125,185086.6875,2056.518798828125,97993.1171875,135730.234375,7020820,10,Apr-Jun 2019,Rural,Rural,Mainland,7,5.119999974966049
0421-001-002,2652736.75,0,2371936.75,280800,95200,88000,89000,143000,504000,180000,0,40200,134400,3838536.75,0.972517251968384,2727701.5,0,2438966.25,288735.25,97890.296875,90486.828125,91515.0859375,147041.09375,518242.75,185086.6875,0,41336.02734375,138198.0625,3947011.5,10,Apr-Jun 2019,Rural,Rural,Mainland,4,3.3599999845027924
0422-001-001,2912000,5200,2189200,728000,48000,166000,12000,0,1820000,24000,0,1495000,178000,6494200,0.842694699764252,3455581.25,6170.6806640625,2597856.5,863895.3125,56960.12890625,196987.125,14240.0322265625,0,2159738.25,28480.064453125,0,1774070.75,211227.15625,7706468.5,12,Apr-Jun 2019,Urban,Rest of urban,Mainland,6,5.200000017881393
0422-106-001,3359231.5,260000,3437231.5,182000,26000,238000,10000,121000,0,36000,0,275900,120000,4208131.5,0.95273357629776,3525887.5,272898.96875,3607757.25,191029.265625,27289.896484375,249807.5,10496.11328125,127002.9765625,0,37786.0078125,0,289587.78125,125953.3671875,4416902.5,10,Jan-Mar 2019,Rural,Rural,Mainland,8,7.240000009536743
0424-001-001,1752327.75,234000,1986327.75,0,5200,113000,43200,0,0,84000,0,18000,78000,2214727.75,0.95273357629776,1839263.125,245609.0625,2084872.25,0,5457.97900390625,118606.0859375,45343.2109375,0,0,88167.359375,0,18893.00390625,81869.6875,2324603.5,10,Jan-Mar 2019,Rural,Rural,Mainland,3,2.8799999952316284
0425-001-001,2650266.75,0,2650266.75,0,5200,106000,19200,221000,0,13200,0,106500,144000,3159366.75,0.95273357629776,2781750.25,0,2781750.25,0,5457.97900390625,111258.8046875,20152.5390625,231964.109375,0,13854.8701171875,0,111783.609375,151144.03125,3316107.25,10,Jan-Mar 2019,Rural,Rural,Mainland,3,2.3599999845027924
0426-001-001,1649700,0,1649700,0,40400,119000,48000,0,0,24000,0,219500,84000,2065600,0.95273357629776,1731543.875,0,1731543.875,0,42404.30078125,124903.75,50381.34765625,0,0,25190.673828125,0,230389.703125,88167.359375,2168077.25,10,Jan-Mar 2019,Rural,Rural,Mainland,6,5.600000023841858
0427-001-001,2652866.75,0,2652866.75,0,5200,284000,104000,690000,0,84000,0,62500,96000,3694566.75,0.95273357629776,2784479,0,2784479,0,5457.97900390625,298089.625,109159.5859375,724231.875,0,88167.359375,0,65600.7109375,100762.6953125,3877859.25,10,Jan-Mar 2019,Rural,Rural,Mainland,10,7.879999995231628
0428-001-001,10522200,0,5753800,4768400,1616400,120000,204000,0,2496000,420000,0,1825000,573000,17656600,0.989414274692535,10634777,0,5815360,4819417,1633693.875,121283.875,206182.59375,0,2522704.75,424493.5625,0,1844525.625,579130.5,17845508,11,Jan-Mar 2019,Urban,Rest of urban,Mainland,5,5.080000042915344
0428-001-007,3257800,0,2555800,702000,317200,149000,15000,39000,312000,180000,0,0,110400,4231400,0.989414274692535,3292655.25,0,2583144.5,709510.6875,320593.71875,150594.140625,15160.484375,39417.26171875,315338.09375,181925.8125,0,0,111581.1640625,4276671.5,11,Jan-Mar 2019,Urban,Rest of urban,Mainland,3,2.280000001192093
0430-002-001,1380600,0,1380600,0,0,33000,30000,70000,0,24000,0,65000,42000,1611600,0.95273357629776,1449093.5,0,1449093.5,0,0,34637.17578125,31488.341796875,73472.796875,0,25190.673828125,0,68224.7421875,44083.6796875,1691553.75,10,Jan-Mar 2019,Rural,Rural,Mainland,8,6.400000035762787
0431-001-001,1416855.5,0,1390855.5,26000,5200,57000,128000,78000,0,36000,0,190000,54000,1908055.5,0.95273357629776,1487147.625,0,1459857.75,27289.896484375,5457.97900390625,59827.84765625,134350.25,81869.6875,0,37786.0078125,0,199426.15625,56679.015625,2002716.75,10,Jan-Mar 2019,Rural,Rural,Mainland,5,4.879999995231628
0432-001-001,3710020.75,0,3710020.75,0,158000,133000,100000,1674500,0,120000,0,95000,180000,6037521,0.95273357629776,3894080,0,3894080,0,165838.59375,139598.3125,104961.140625,1757574.25,0,125953.3671875,0,99713.078125,188930.046875,6337050.5,10,Jan-Mar 2019,Rural,Rural,Mainland,10,6.880000025033951
0435-001-001,480165.96875,0,480165.96875,0,0,0,0,0,0,0,0,0,0,480165.96875,0.95273357629776,503987.65625,0,503987.65625,0,0,0,0,0,0,0,0,0,0,503987.65625,10,Jan-Mar 2019,Rural,Rural,Mainland,1,0.7200000286102295
0436-001-001,2068675.5,0,2068675.5,0,28400,146000,18600,0,0,12000,0,17500,60000,2205175.5,0.95273357629776,2171305.25,0,2171305.25,0,29808.962890625,153243.265625,19522.771484375,0,0,12595.3369140625,0,18368.19921875,62976.68359375,2314577.25,10,Jan-Mar 2019,Rural,Rural,Mainland,5,3.879999965429306
0436-002-001,1706408.875,0,1706408.875,0,26000,92000,100000,65000,60000,60000,0,19400,120000,2156809,0.95273357629776,1791066.125,0,1791066.125,0,27289.896484375,96564.25,104961.140625,68224.7421875,62976.68359375,62976.68359375,0,20362.4609375,125953.3671875,2263811.25,10,Jan-Mar 2019,Rural,Rural,Mainland,5,3.479999989271164
0437-001-001,1673551.875,0,1673551.875,0,212600,20000,20000,286000,0,24000,0,0,78000,2294152,0.95273357629776,1756579.125,0,1756579.125,0,223147.375,20992.2265625,20992.2265625,300188.84375,0,25190.673828125,0,0,81869.6875,2407968,10,Jan-Mar 2019,Rural,Rural,Mainland,1,0.7200000286102295
0438-001-002,7417366.5,936000,5129366.5,3224000,17200,530000,58000,26000,0,216000,0,168500,222000,9061066,1.01817429065704,7284967.5,919292.5,5037808,3166452,16892.982421875,520539.5625,56964.70703125,25535.90234375,0,212144.421875,0,165492.296875,218037.328125,8899327,11,Oct-Dec 2019,Rural,Rural,Mainland,7,5.800000041723251
0438-002-001,1227200,0,1227200,0,425200,180000,106000,468000,0,120000,0,25000,132000,2503400,0.969407081604004,1265928.5,0,1265928.5,0,438618.625,185680.515625,109345.1875,482769.3125,0,123787.0078125,0,25788.958984375,136165.703125,2582403.25,11,Jul-Sep 2019,Rural,Rural,Mainland,3,2.439999997615814
0439-001-001,5285870,0,2919870.25,2366000,5200,290000,36000,0,0,396000,0,50000,224000,5997070,0.969407081604004,5452683.5,0,3012016.75,2440667.25,5364.103515625,299151.9375,37136.1015625,0,0,408497.125,0,51577.91796875,231069.078125,6186328,11,Jul-Sep 2019,Rural,Rural,Mainland,5,3.759999990463257
0440-002-001,1246960,0,1246960,0,91600,64000,177000,0,0,0,0,37000,60000,1612560,0.969407081604004,1286312,0,1286312,0,94490.75,66019.734375,182585.828125,0,0,0,0,38167.66015625,61893.50390625,1663449.75,11,Jul-Sep 2019,Rural,Rural,Mainland,3,1.9999999701976776
0440-003-001,849828.5625,0,849828.5625,0,0,80000,42000,0,416000,48000,70000,0,38400,1464228.5,0.969407081604004,876647.75,0,876647.75,0,0,82524.671875,43325.453125,0,429128.28125,49514.80078125,72209.0859375,0,39611.84375,1510437.125,11,Jul-Sep 2019,Rural,Rural,Mainland,1,1
0440-003-002,1563900,0,1511900,52000,0,190000,24000,116000,520000,36000,50000,0,93600,2403500,0.969407081604004,1613254.125,0,1559613.125,53641.03515625,0,195996.09375,24757.400390625,119660.7734375,536410.375,37136.1015625,51577.91796875,0,96553.8671875,2479350.5,11,Jul-Sep 2019,Rural,Rural,Mainland,3,1.7599999904632568
0441-001-001,2663142.75,312000,2663142.75,312000,125200,460000,48000,0,840000,240000,0,88000,180000,4496343,0.969407081604004,2747187.25,321846.21875,2747187.25,321846.21875,129151.109375,474516.84375,49514.80078125,0,866509.0625,247574.015625,0,90777.140625,185680.515625,4638240.5,11,Jul-Sep 2019,Rural,Rural,Mainland,4,3.840000033378601
0443-001-001,1947187.75,416000,1999187.75,364000,216800,295000,86000,670000,5140000,60000,0,0,257000,8792988,0.969407081604004,2008637.875,429128.28125,2062278.875,375487.25,223641.859375,304309.71875,88714.0234375,691144.125,5302210,61893.50390625,0,0,265110.5,9070480,11,Jul-Sep 2019,Rural,Rural,Mainland,2,1.8799999952316284
0443-003-002,2334800,0,1346800,988000,153000,153000,17000,0,520000,36000,0,0,68400,3129200,0.969407081604004,2408482.5,0,1389302.875,1019179.6875,157828.4375,157828.4375,17536.4921875,0,536410.375,37136.1015625,0,0,70558.59375,3227952.5,11,Jul-Sep 2019,Rural,Rural,Mainland,2,1.280000001192093
0443-004-001,3037666.5,0,1425666.625,1612000,240000,184000,12000,0,520000,72000,0,50000,48000,3979666.5,0.969407081604004,3133530.25,0,1470658.375,1662872.125,247574.015625,189806.734375,12378.7001953125,0,536410.375,74272.203125,0,51577.91796875,49514.80078125,4105258.25,11,Jul-Sep 2019,Rural,Rural,Mainland,3,2.439999997615814
0443-005-001,1705600,0,197600,1508000,53200,240000,65000,0,52000,240000,0,0,42000,2157800,0.969407081604004,1759426,0,203835.9375,1555590,54878.90625,247574.015625,67051.296875,0,53641.03515625,247574.015625,0,0,43325.453125,2225896.75,11,Jul-Sep 2019,Rural,Rural,Mainland,1,1
0444-001-001,2914600,208000,2394600,728000,10400,291000,72000,0,264000,180000,0,154500,120000,3923500,0.969407081604004,3006580,214564.140625,2470169.75,750974.5,10728.20703125,300183.5,74272.203125,0,272331.40625,185680.515625,0,159375.765625,123787.0078125,4047319.25,11,Jul-Sep 2019,Rural,Rural,Mainland,7,5.719999998807907
0444-002-001,2944195.5,265200,1753395.5,1456000,10400,294000,48000,0,182000,24000,0,25000,108000,3606795.5,0.969407081604004,3037109.5,273569.28125,1808729.875,1501949,10728.20703125,303278.15625,49514.80078125,0,187743.625,24757.400390625,0,25788.958984375,111408.3046875,3720620.25,11,Jul-Sep 2019,Rural,Rural,Mainland,4,2.919999986886978
0445-001-002,2957605.5,0,2957605.5,0,65200,180000,258000,45000,0,120000,0,56000,144000,3645805.5,0.969407081604004,3050942.75,0,3050942.75,0,67257.609375,185680.515625,266142.0625,46420.12890625,0,123787.0078125,0,57767.26953125,148544.40625,3760861.25,11,Jul-Sep 2019,Rural,Rural,Mainland,5,3.6400000154972076
0447-001-001,1991600,0,1445600,546000,286000,160000,0,0,655200,300000,0,0,68400,3301200,0.989414274692535,2012908.125,0,1461066.5,551841.625,289059.90625,161711.84375,0,0,662210,303209.6875,0,0,69131.8125,3336519.5,11,Jan-Mar 2019,Urban,Rest of urban,Mainland,2,1.600000023841858
0448-002-002,2058274.25,0,524274.25,1534000,209200,110000,155000,15600,0,14400,0,0,128000,2580474.25,0.989414274692535,2080295.75,0,529883.4375,1550412.25,211438.234375,111176.890625,156658.34375,15766.904296875,0,14554.0654296875,0,0,129369.46875,2608082.75,11,Jan-Mar 2019,Urban,Rest of urban,Mainland,1,1
0448-002-003,1912352,0,1912352,0,358000,134000,125000,44200,0,12000,0,0,138600,2590152,0.989414274692535,1932812.25,0,1932812.25,0,361830.25,135433.65625,126337.375,44672.89453125,0,12128.3876953125,0,0,140082.875,2617864,11,Jan-Mar 2019,Urban,Rest of urban,Mainland,3,2.280000001192093
0448-003-001,1274000,0,0,1274000,210000,36000,14000,6500,52000,144000,0,0,45600,1746100,0.989414274692535,1287630.5,0,0,1287630.5,212246.78125,36385.1640625,14149.7861328125,6569.54345703125,52556.34765625,145540.65625,0,0,46087.875,1764781.5,11,Jan-Mar 2019,Urban,Rest of urban,Mainland,1,1
0448-003-002,3203200,0,1773200,1430000,509200,294000,68000,91000,520000,216000,0,0,182400,4789800,0.989414274692535,3237471,0,1792171.375,1445299.5,514647.90625,297145.5,68727.53125,91973.609375,525563.5,218310.984375,0,0,184351.5,4841046,11,Jan-Mar 2019,Urban,Rest of urban,Mainland,3,2.280000001192093
0448-004-001,1565200,0,1565200,0,365200,330000,145000,143000,156000,60000,0,60000,216000,2710400,0.989414274692535,1581946,0,1581946,0,369107.28125,333530.65625,146551.359375,144529.953125,157669.046875,60641.9375,0,60641.9375,218310.984375,2739398.5,11,Jan-Mar 2019,Urban,Rest of urban,Mainland,7,4.520000010728836
0448-007-001,3755375,0,895375,2860000,338000,199000,9000,58500,0,72000,0,52000,60000,4344875,0.989414274692535,3795553.75,0,904954.625,2890599,341616.25,201129.09375,9096.291015625,59125.890625,0,72770.328125,0,52556.34765625,60641.9375,4391360.5,11,Jan-Mar 2019,Urban,Rest of urban,Mainland,3,2.439999997615814
0449-001-001,1918150,676000,1413750,1180400,166400,165400,70000,13000,0,60000,0,322000,168000,3393550,0.989414274692535,1938672.25,683232.5,1428875.625,1193029.125,168180.3125,167169.609375,70748.9296875,13139.0869140625,0,60641.9375,0,325445.0625,169797.421875,3429857.5,11,Jan-Mar 2019,Urban,Rest of urban,Mainland,4,3.8799999952316284
0449-001-003,2800613.5,0,1810013.625,990600,461200,210000,49000,130000,124800,96000,0,0,180000,3841613.5,0.989414274692535,2830577.25,0,1829378.875,1001198.4375,466134.375,212246.78125,49524.25,131390.875,126135.234375,97027.1015625,0,0,181925.8125,3882714.75,11,Jan-Mar 2019,Urban,Rest of urban,Mainland,3,2.280000001192093
0451-001-001,1840280,0,1632280,208000,5200,102500,54000,685500,624000,18000,0,0,56400,3283380,1.01817429065704,1807431.25,0,1603144,204287.21875,5107.1806640625,100670.390625,53036.10546875,673263.875,612861.6875,17678.701171875,0,0,55393.265625,3224772,12,Oct-Dec 2019,Rural,Rural,Mainland,2,1.600000023841858
0452-001-001,3319498.5,0,2383498.5,936000,748400,267000,35000,111800,780000,120000,0,190000,164400,5469098.5,0.989414274692535,3355013.75,0,2408999.5,946014.25,756407.125,269856.625,35374.46484375,112996.1484375,788345.1875,121283.875,0,192032.8125,166158.90625,5527612.5,11,Jan-Mar 2019,Urban,Rest of urban,Mainland,4,3.399999976158142
0454-002-002,2373294.75,0,2373294.75,0,358400,163000,16000,65000,1560000,120000,0,366000,60000,4918695,0.989414274692535,2398686.5,0,2398686.5,0,362234.5,164743.9375,16171.18359375,65695.4375,1576690.375,121283.875,0,369915.8125,60641.9375,4971320,11,Jan-Mar 2019,Urban,Rest of urban,Mainland,4,2.9999999701976776
0454-003-001,4261400,0,2987400,1274000,293200,300000,86000,65000,1432000,120000,0,0,252000,6509600,0.842694699764252,5056873,0,3545056,1511816.75,347931.46875,356000.8125,102053.5703125,77133.5078125,1699310.5,142400.328125,0,0,299040.6875,7724743,12,Apr-Jun 2019,Urban,Rest of urban,Mainland,4,2.759999990463257
0455-001-001,5489900,1274000,4699500,2064400,519600,255500,155000,65000,1112000,180000,0,210000,174000,9179500,0.989414274692535,5548636.5,1287630.5,4749780,2086487,525159.1875,258233.59375,156658.34375,65695.4375,1123897.25,181925.8125,0,212246.78125,175861.625,9277711,11,Jan-Mar 2019,Urban,Rest of urban,Mainland,6,4.840000003576279
