interview__key,interview__id,item_id,obs_id,vil_item_avail,vil_unit_start,vil_loc_unit,vil_loc_unit_os,vil_loc_weight,vil_loc_price,vil_loc_photo,dist_item_avail,dist_unit_start,dist_loc_unit,dist_loc_unit_os,dist_loc_weight,dist_loc_price,dist_loc_photo
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,1,OBSERVATION 3,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,2,OBSERVATION 1,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,2,OBSERVATION 2,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,2,OBSERVATION 3,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,3,OBSERVATION 1,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,3,OBSERVATION 2,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,3,OBSERVATION 3,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,4,OBSERVATION 1,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,4,OBSERVATION 2,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,4,OBSERVATION 3,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,5,OBSERVATION 1,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,5,OBSERVATION 2,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,5,OBSERVATION 3,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,6,OBSERVATION 1,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,6,OBSERVATION 2,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,6,OBSERVATION 3,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,7,OBSERVATION 1,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,7,OBSERVATION 2,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,7,OBSERVATION 3,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,8,OBSERVATION 1,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,8,OBSERVATION 2,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,8,OBSERVATION 3,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,9,OBSERVATION 1,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,9,OBSERVATION 2,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,9,OBSERVATION 3,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,10,OBSERVATION 1,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,10,OBSERVATION 2,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,10,OBSERVATION 3,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,11,OBSERVATION 1,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,11,OBSERVATION 2,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,11,OBSERVATION 3,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,12,OBSERVATION 1,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,12,OBSERVATION 2,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,12,OBSERVATION 3,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,13,OBSERVATION 1,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,13,OBSERVATION 2,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,13,OBSERVATION 3,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,14,OBSERVATION 1,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,14,OBSERVATION 2,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,14,OBSERVATION 3,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,15,OBSERVATION 1,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,15,OBSERVATION 2,NO,,,,,,,NO,,,,,,
76-50-87-07,e8e3b36ee7c74a109c3adbd4d8d739e0,15,OBSERVATION 3,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,1,OBSERVATION 1,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,1,OBSERVATION 2,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,1,OBSERVATION 3,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,2,OBSERVATION 1,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,2,OBSERVATION 2,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,2,OBSERVATION 3,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,3,OBSERVATION 1,NO,,,,,,,YES,YES,Cane (Kopo),,1,2000,** PHOTO **
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,3,OBSERVATION 2,NO,,,,,,,YES,YES,Heap (Fungu),,266,500,** PHOTO **
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,3,OBSERVATION 3,NO,,,,,,,YES,NO,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,4,OBSERVATION 1,NO,,,,,,,YES,YES,Heap (Fungu),,326,500,** PHOTO **
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,4,OBSERVATION 2,NO,,,,,,,YES,NO,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,4,OBSERVATION 3,NO,,,,,,,YES,NO,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,5,OBSERVATION 1,NO,,,,,,,YES,YES,Bucket (sandoline),,2,3000,** PHOTO **
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,5,OBSERVATION 2,NO,,,,,,,YES,YES,Heap (Fungu),,374,500,** PHOTO **
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,5,OBSERVATION 3,NO,,,,,,,YES,NO,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,6,OBSERVATION 1,YES,YES,Cup (Kikombe),,0.25,500,** PHOTO **,YES,YES,Cane (Kopo),,1,2000,** PHOTO **
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,6,OBSERVATION 2,YES,NO,,,,,,YES,NO,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,6,OBSERVATION 3,YES,NO,,,,,,YES,NO,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,7,OBSERVATION 1,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,7,OBSERVATION 2,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,7,OBSERVATION 3,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,8,OBSERVATION 1,NO,,,,,,,YES,YES,Heap (Fungu),,0.45,1000,** PHOTO **
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,8,OBSERVATION 2,NO,,,,,,,YES,YES,Piece (Idadi),,0.15,200,** PHOTO **
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,8,OBSERVATION 3,NO,,,,,,,YES,NO,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,9,OBSERVATION 1,NO,,,,,,,YES,YES,Piece (Idadi),,1,400,** PHOTO **
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,9,OBSERVATION 2,NO,,,,,,,YES,YES,Piece (Idadi),,1,500,** PHOTO **
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,9,OBSERVATION 3,NO,,,,,,,YES,NO,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,10,OBSERVATION 1,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,10,OBSERVATION 2,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,10,OBSERVATION 3,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,11,OBSERVATION 1,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,11,OBSERVATION 2,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,11,OBSERVATION 3,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,12,OBSERVATION 1,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,12,OBSERVATION 2,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,12,OBSERVATION 3,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,13,OBSERVATION 1,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,13,OBSERVATION 2,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,13,OBSERVATION 3,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,14,OBSERVATION 1,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,14,OBSERVATION 2,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,14,OBSERVATION 3,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,15,OBSERVATION 1,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,15,OBSERVATION 2,NO,,,,,,,NO,,,,,,
76-60-73-67,c2089b17722b43a3a365c670e88e3b5f,15,OBSERVATION 3,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,1,OBSERVATION 1,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,1,OBSERVATION 2,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,1,OBSERVATION 3,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,2,OBSERVATION 1,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,2,OBSERVATION 2,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,2,OBSERVATION 3,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,3,OBSERVATION 1,NO,,,,,,,YES,YES,Heap (Fungu),,0.4,500,** PHOTO **
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,3,OBSERVATION 2,NO,,,,,,,YES,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,3,OBSERVATION 3,NO,,,,,,,YES,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,4,OBSERVATION 1,NO,,,,,,,YES,YES,Heap (Fungu),,0.38,500,** PHOTO **
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,4,OBSERVATION 2,NO,,,,,,,YES,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,4,OBSERVATION 3,NO,,,,,,,YES,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,5,OBSERVATION 1,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,5,OBSERVATION 2,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,5,OBSERVATION 3,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,6,OBSERVATION 1,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,6,OBSERVATION 2,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,6,OBSERVATION 3,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,7,OBSERVATION 1,NO,,,,,,,YES,YES,Heap (Fungu),,0.27,500,** PHOTO **
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,7,OBSERVATION 2,NO,,,,,,,YES,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,7,OBSERVATION 3,NO,,,,,,,YES,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,8,OBSERVATION 1,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,8,OBSERVATION 2,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,8,OBSERVATION 3,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,9,OBSERVATION 1,NO,,,,,,,YES,YES,Heap (Fungu),,0.6,1000,** PHOTO **
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,9,OBSERVATION 2,NO,,,,,,,YES,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,9,OBSERVATION 3,NO,,,,,,,YES,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,10,OBSERVATION 1,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,10,OBSERVATION 2,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,10,OBSERVATION 3,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,11,OBSERVATION 1,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,11,OBSERVATION 2,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,11,OBSERVATION 3,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,12,OBSERVATION 1,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,12,OBSERVATION 2,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,12,OBSERVATION 3,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,13,OBSERVATION 1,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,13,OBSERVATION 2,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,13,OBSERVATION 3,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,14,OBSERVATION 1,NO,,,,,,,YES,YES,Heap (Fungu),,1.2,1000,** PHOTO **
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,14,OBSERVATION 2,NO,,,,,,,YES,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,14,OBSERVATION 3,NO,,,,,,,YES,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,15,OBSERVATION 1,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,15,OBSERVATION 2,NO,,,,,,,NO,,,,,,
77-07-70-69,e37fe140a47248989dfec5b5b3d75dc0,15,OBSERVATION 3,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,1,OBSERVATION 1,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,1,OBSERVATION 2,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,1,OBSERVATION 3,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,2,OBSERVATION 1,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,2,OBSERVATION 2,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,2,OBSERVATION 3,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,3,OBSERVATION 1,YES,YES,Heap (Fungu),,1,300,** PHOTO **,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,3,OBSERVATION 2,YES,NO,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,3,OBSERVATION 3,YES,NO,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,4,OBSERVATION 1,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,4,OBSERVATION 2,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,4,OBSERVATION 3,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,5,OBSERVATION 1,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,5,OBSERVATION 2,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,5,OBSERVATION 3,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,6,OBSERVATION 1,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,6,OBSERVATION 2,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,6,OBSERVATION 3,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,7,OBSERVATION 1,YES,YES,Heap (Fungu),,260,400,** PHOTO **,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,7,OBSERVATION 2,YES,NO,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,7,OBSERVATION 3,YES,NO,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,8,OBSERVATION 1,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,8,OBSERVATION 2,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,8,OBSERVATION 3,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,9,OBSERVATION 1,YES,YES,Piece (Idadi),,432,500,** PHOTO **,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,9,OBSERVATION 2,YES,NO,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,9,OBSERVATION 3,YES,NO,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,10,OBSERVATION 1,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,10,OBSERVATION 2,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,10,OBSERVATION 3,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,11,OBSERVATION 1,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,11,OBSERVATION 2,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,11,OBSERVATION 3,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,12,OBSERVATION 1,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,12,OBSERVATION 2,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,12,OBSERVATION 3,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,13,OBSERVATION 1,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,13,OBSERVATION 2,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,13,OBSERVATION 3,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,14,OBSERVATION 1,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,14,OBSERVATION 2,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,14,OBSERVATION 3,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,15,OBSERVATION 1,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,15,OBSERVATION 2,NO,,,,,,,NO,,,,,,
78-97-35-47,b886e53468134b2dbe5e70a20f0f165c,15,OBSERVATION 3,NO,,,,,,,NO,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,1,OBSERVATION 1,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,1,OBSERVATION 2,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,1,OBSERVATION 3,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,2,OBSERVATION 1,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,2,OBSERVATION 2,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,2,OBSERVATION 3,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,3,OBSERVATION 1,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,3,OBSERVATION 2,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,3,OBSERVATION 3,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,4,OBSERVATION 1,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,4,OBSERVATION 2,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,4,OBSERVATION 3,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,5,OBSERVATION 1,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,5,OBSERVATION 2,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,5,OBSERVATION 3,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,6,OBSERVATION 1,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,6,OBSERVATION 2,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,6,OBSERVATION 3,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,7,OBSERVATION 1,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,7,OBSERVATION 2,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,7,OBSERVATION 3,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,8,OBSERVATION 1,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,8,OBSERVATION 2,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,8,OBSERVATION 3,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,9,OBSERVATION 1,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,9,OBSERVATION 2,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,9,OBSERVATION 3,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,10,OBSERVATION 1,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,10,OBSERVATION 2,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,10,OBSERVATION 3,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,11,OBSERVATION 1,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,11,OBSERVATION 2,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,11,OBSERVATION 3,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,12,OBSERVATION 1,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,12,OBSERVATION 2,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,12,OBSERVATION 3,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,13,OBSERVATION 1,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,13,OBSERVATION 2,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,13,OBSERVATION 3,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,14,OBSERVATION 1,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,14,OBSERVATION 2,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,14,OBSERVATION 3,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,15,OBSERVATION 1,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,15,OBSERVATION 2,NO,,,,,,,,,,,,,
82-63-38-19,f36a090274594e9a812777abb01e451e,15,OBSERVATION 3,NO,,,,,,,,,,,,,
84-46-52-58,fb699bee095a4024b7bcdd54321bac82,1,OBSERVATION 1,NO,,,,,,,NO,,,,,,
