interview__key,sdd_hhid,cropid,ag10_02_1,ag10_02_2,ag10_02_3,ag10_03,ag10_04_1,ag10_04_2,ag10_05,ag10_06,ag10_07_1,ag10_07_2,ag10_08,ag10_09_1,ag10_09_2,ag10_10_1,ag10_10_2,ag10_11,ag10_12_1a,ag10_12_1b,ag10_12_2a,ag10_12_2b,ag10_13,ag10_14
02-98-67-18,0720-001-001,1,MAHINDI,1,PROCESSED,1,300,KG,300,NO,,,,,,,,,,,,,YES,15000
01-38-32-24,0720-001-011,1,MAHINDI,17,PROCESSED,1,2200,KG,2200,NO,,,,,,,,,,,,,YES,110000
35-71-36-18,0720-010-001,1,MAHINDI,1,PROCESSED,1,180,KG,180,NO,,,,,,,,,,,,,YES,10000
89-74-22-66,0720-010-006,1,MUHOGO,10,PROCESSED,1,240,KG,240,NO,,,,,,,,,,,,,YES,12000
64-88-68-03,0720-015-001,1,MAHINDI,1,PROCESSED,1,108,KG,108,NO,,,,,,,,,,,,,YES,6000
36-91-51-52,0720-015-004,1,40,1,PROCESSED,1,40,KG,40,NO,,,,,,,,,,,,,YES,2000
29-58-22-46,0721-002-001,1,MAHINDI,1,PROCESSED,1,190,KG,204,NO,,,,,,,,,,,,,YES,4500
29-58-22-46,0721-002-001,2,MUHOGO,10,PROCESSED,1,380,KG,400,NO,,,,,,,,,,,,,YES,3200
19-95-64-63,0722-001-001,1,MAHINDI,1,PROCESSED,1,360,KG,420,NO,,,,,,,,,,,,,YES,24000
00-12-69-11,0723-001-001,1,MAHINDI,1,PROCESSED,1,180,KG,180,NO,,,,,,,,,,,,,YES,10000
73-62-20-14,0724-001-001,1,MAHINDI,1,PROCESSED,1,194,KG,194,NO,,,,,,,,,,,,,YES,9700
73-62-20-14,0724-001-001,2,MUHOGO,10,PROCESSED,1,150,KG,150,NO,,,,,,,,,,,,,YES,1800
23-09-64-22,0725-001-001,1,MAHINDI,1,PROCESSED,1,360,KG,360,NO,,,,,,,,,,,,,YES,10000
83-43-91-36,0726-001-001,1,MAHINDI,1,PROCESSED,1,280,KG,280,NO,,,,,,,,,,,,,YES,14000
83-43-91-36,0726-001-001,2,MUHOGO,10,PROCESSED,1,1100,KG,1100,NO,,,,,,,,,,,,,YES,22000
52-19-00-24,0726-004-001,1,MAHINDI,1,PROCESSED,1,216,KG,216,NO,,,,,,,,,,,,,YES,9600
52-19-00-24,0726-004-001,2,MIHOGO,10,PROCESSED,1,240,KG,240,NO,,,,,,,,,,,,,YES,12000
71-44-85-61,0727-001-001,1,MAHINDI,1,PROCESSED,1,240,KG,240,NO,,,,,,,,,,,,,YES,12000
71-44-85-61,0727-001-001,2,MCHIKICHI,29,PROCESSED,3,5,LITRE,100,NO,,,,,,,,,,,,,NO,
71-44-85-61,0727-001-001,3,MUHOGO,10,PROCESSED,1,600,KG,500,NO,,,,,,,,,,,,,YES,4800
87-68-89-36,0729-001-002,1,MAHINDI,1,PROCESSED,1,720,KG,720,NO,,,,,,,,,,,,,YES,36000
53-00-35-57,0729-003-001,1,MAHINDI,1,PROCESSED,1,20,KG,20,NO,,,,,,,,,,,,,YES,1000
41-67-65-60,0731-001-001,1,MAHINDI,1,PROCESSED,1,144,KG,144,NO,,,,,,,,,,,,,YES,8000
93-89-30-03,0731-001-003,1,MAHINDI,1,PROCESSED,1,100,KG,120,NO,,,,,,,,,,,,,YES,12000
59-42-39-17,0732-001-001,1,MAHINDI,1,PROCESSED,1,216,KG,216,NO,,,,,,,,,,,,,YES,12000
59-42-39-17,0732-001-001,2,MUHOGO,10,PROCESSED,1,360,KG,240,NO,,,,,,,,,,,,,YES,24000
63-80-38-30,0733-001-001,1,MAHINDI,1,PROCESSED,1,480,KG,480,NO,,,,,,,,,,,,,YES,24000
16-05-60-08,0734-001-001,1,MAHINDI,1,PROCESSED,1,900,KG,900,NO,,,,,,,,,,,,,YES,15000
05-65-41-70,0736-003-001,1,MAHINDI,1,PROCESSED,1,648,KG,648,NO,,,,,,,,,,,,,YES,36000
84-20-01-44,0736-003-003,1,MAHINDI,1,PROCESSED,1,240,KG,240,NO,,,,,,,,,,,,,YES,12000
84-20-01-44,0736-003-003,2,MUHOGO,10,PROCESSED,1,35,KG,40,NO,,,,,,,,,,,,,YES,5000
61-19-90-97,0736-003-004,1,MAHINDI,1,PROCESSED,1,520,KG,520,NO,,,,,,,,,,,,,YES,30000
31-03-28-85,0736-003-005,1,MAHINDI,1,PROCESSED,1,108,KG,108,NO,,,,,,,,,,,,,YES,6000
99-14-00-70,0736-003-006,1,MAHINDI,1,PROCESSED,1,72,KG,72,NO,,,,,,,,,,,,,YES,4000
97-65-53-21,0737-001-001,1,MUHOGO,10,PROCESSED,1,70,KG,120,NO,,,,,,,,,,,,,YES,4000
08-34-94-62,0738-001-001,1,MAHINDI,,PROCESSED,1,54,KG,54,NO,,,,,,,,,,,,,YES,3000
25-22-14-90,0739-001-001,1,MUHOGO,10,PROCESSED,1,200,KG,280,NO,,,,,,,,,,,,,YES,22000
71-49-87-81,0740-001-001,1,MPUNGA,2,PROCESSED,2,150,KG,225,NO,,,,,,,,,,,,,YES,15000
71-49-87-81,0740-001-001,2,MTAMA,3,PROCESSED,1,100,KG,100,NO,,,,,,,,,,,,,YES,4000
71-49-87-81,0740-001-001,3,MUHOGO,10,PROCESSED,1,200,KG,200,NO,,,,,,,,,,,,,YES,8000
46-44-66-21,0740-003-001,1,MUHOGO,10,PROCESSED,1,260,KG,320,NO,,,,,,,,,,,,,YES,21000
46-44-66-21,0740-003-001,2,MTAMA,3,PROCESSED,1,260,KG,300,NO,,,,,,,,,,,,,YES,12000
09-76-22-49,0741-001-001,1,MUHOGO,10,PROCESSED,1,95,KG,145,NO,,,,,,,,,,,,,YES,14500
14-06-51-04,0741-001-004,1,MAHINDI,1,PROCESSED,1,72,KG,72,NO,,,,,,,,,,,,,YES,4000
14-06-51-04,0741-001-004,2,MTAMA,3,PROCESSED,1,80,KG,80,NO,,,,,,,,,,,,,YES,4000
14-06-51-04,0741-001-004,3,MUHOGO,10,PROCESSED,1,100,KG,100,NO,,,,,,,,,,,,,YES,6000
50-01-48-22,0742-001-001,1,MUHOGO,10,PROCESSED,1,1000,KG,1000,NO,,,,,,,,,,,,,YES,48000
50-01-48-22,0742-001-001,2,MTAMA,3,PROCESSED,1,160,KG,160,NO,,,,,,,,,,,,,YES,8000
50-01-48-22,0742-001-001,3,MPUNGA,2,PROCESSED,2,50,KG,75,NO,,,,,,,,,,,,,YES,5000
54-99-39-86,0743-001-001,1,MAHINDI,1,PROCESSED,1,50,KG,50,NO,,,,,,,,,,,,,YES,5000
11-42-87-71,0744-001-001,1,MUHOGO,10,PROCESSED,1,220,KG,270,NO,,,,,,,,,,,,,YES,17000
11-42-87-71,0744-001-001,2,MAHINDI,1,PROCESSED,1,330,KG,360,NO,,,,,,,,,,,,,YES,21000
43-11-94-86,0744-005-002,1,MAHINDI,1,PROCESSED,1,180,KG,180,NO,,,,,,,,,,,,,YES,9000
43-11-94-86,0744-005-002,2,MTAMA,3,PROCESSED,1,60,KG,80,NO,,,,,,,,,,,,,YES,6000
43-11-94-86,0744-005-002,3,MUHOGO,10,PROCESSED,1,160,KG,210,NO,,,,,,,,,,,,,YES,12000
83-40-04-19,0745-001-001,1,MUHOGO,10,PROCESSED,1,180,KG,230,NO,,,,,,,,,,,,,YES,12000
83-40-04-19,0745-001-001,2,MPUNGA,2,PROCESSED,2,50,KG,96,NO,,,,,,,,,,,,,YES,8000
30-77-22-01,0746-001-001,1,MPUNGA,2,PROCESSED,2,300,KG,450,NO,,,,,,,,,,,,,YES,30000
30-77-22-01,0746-001-001,2,MUHOGO,10,PROCESSED,1,300,KG,300,NO,,,,,,,,,,,,,YES,24000
31-95-03-62,0747-001-001,1,MAHINDI,1,PROCESSED,1,280,KG,280,NO,,,,,,,,,,,,,YES,14000
31-95-03-62,0747-001-001,2,MIHOGO,10,PROCESSED,1,148,KG,260,NO,,,,,,,,,,,,,YES,9800
90-66-22-54,0748-001-001,1,MIHOGO,10,PROCESSED,1,330,KG,450,NO,,,,,,,,,,,,,YES,12000
40-92-93-80,0748-006-001,1,MAHINDI,1,PROCESSED,1,18,KG,20,NO,,,,,,,,,,,,,YES,1000
40-92-93-80,0748-006-001,2,MTAMA,3,PROCESSED,2,27,KG,30,NO,,,,,,,,,,,,,YES,2000
20-93-75-06,0749-001-001,1,MAHINDI,1,PROCESSED,1,162,KG,162,NO,,,,,,,,,,,,,YES,4500
39-72-67-30,0749-002-001,1,MPUNGA,2,PROCESSED,2,320,KG,210,NO,,,,,,,,,,,,,YES,14700
25-72-15-56,0752-001-001,1,MAHINDI,1,PROCESSED,1,720,KG,840,NO,,,,,,,,,,,,,YES,50000
89-85-01-84,0752-004-001,1,MAHINDI,1,PROCESSED,1,720,LITRE,720,NO,,,,,,,,,,,,,YES,40000
89-85-01-84,0752-004-001,2,MPUNGA,2,PROCESSED,2,280,KG,720,NO,,,,,,,,,,,,,YES,48000
78-50-22-98,0752-004-005,1,UWELE,4,PROCESSED,1,400,KG,400,NO,,,,,,,,,,,,,YES,12000
91-74-73-51,0752-021-001,1,MUHOGO,10,PROCESSED,1,270,KG,470,NO,,,,,,,,,,,,,YES,22000
33-76-14-08,0755-001-001,1,MAHINDI,1,PROCESSED,1,432,KG,540,NO,,,,,,,,,,,,,YES,45000
33-76-14-08,0755-001-001,2,ALIZETI,26,PROCESSED,3,20,LITRE,70,NO,,,,,,,,,,,,,NO,
68-57-50-23,0756-001-001,1,MAHINDI,1,PROCESSED,1,2400,KG,2400,NO,,,,,,,,,,,,,YES,240000
29-14-45-66,0758-001-001,1,MAHINDI,1,PROCESSED,1,594,KG,594,NO,,,,,,,,,,,,,YES,44550
42-51-30-36,0759-001-001,1,MAHINDI,1,PROCESSED,1,1296,KG,1296,NO,,,,,,,,,,,,,YES,103680
