interview__key,sdd_hhid,sdd_indid,hh_g301,hh_g302
89-85-01-84,0752-004-001,16,,
89-85-01-84,0752-004-001,17,NO,
89-85-01-84,0752-004-001,18,,
89-85-01-84,0752-004-001,19,,
89-85-01-84,0752-004-001,20,,
89-85-01-84,0752-004-001,21,,
89-85-01-84,0752-004-001,22,,
89-85-01-84,0752-004-001,23,,
89-85-01-84,0752-004-001,24,,
84-75-07-82,0752-004-004,1,YES,1
84-75-07-82,0752-004-004,2,YES,1
78-50-22-98,0752-004-005,1,NO,
78-50-22-98,0752-004-005,2,YES,1
78-50-22-98,0752-004-005,4,YES,1
78-50-22-98,0752-004-005,5,NO,
78-50-22-98,0752-004-005,6,NO,
78-50-22-98,0752-004-005,7,NO,
78-50-22-98,0752-004-005,8,,
78-50-22-98,0752-004-005,9,,
78-50-22-98,0752-004-005,10,,
78-50-22-98,0752-004-005,11,,
78-50-22-98,0752-004-005,12,,
78-50-22-98,0752-004-005,13,,
91-74-73-51,0752-021-001,1,NO,
91-74-73-51,0752-021-001,2,NO,
91-74-73-51,0752-021-001,3,,
91-74-73-51,0752-021-001,5,,
91-74-73-51,0752-021-001,6,,
91-74-73-51,0752-021-001,7,,
91-74-73-51,0752-021-001,8,,
83-03-55-57,0753-001-001,1,YES,1
83-03-55-57,0753-001-001,2,YES,1
83-03-55-57,0753-001-001,3,,
83-03-55-57,0753-001-001,4,,
79-31-15-72,0754-001-001,1,,
79-31-15-72,0754-001-001,2,YES,1
79-31-15-72,0754-001-001,3,,
79-31-15-72,0754-001-001,4,,
79-31-15-72,0754-001-001,5,,
79-31-15-72,0754-001-001,6,,
79-31-15-72,0754-001-001,7,,
79-31-15-72,0754-001-001,8,,
79-31-15-72,0754-001-001,9,,
33-76-14-08,0755-001-001,1,,
33-76-14-08,0755-001-001,2,NO,
33-76-14-08,0755-001-001,3,,
33-76-14-08,0755-001-001,4,,
33-76-14-08,0755-001-001,5,,
33-76-14-08,0755-001-001,6,,
33-76-14-08,0755-001-001,7,,
68-57-50-23,0756-001-001,1,YES,1
68-57-50-23,0756-001-001,2,NO,
68-57-50-23,0756-001-001,4,,
68-57-50-23,0756-001-001,5,,
68-57-50-23,0756-001-001,6,,
68-57-50-23,0756-001-001,7,,
68-57-50-23,0756-001-001,8,YES,1
68-57-50-23,0756-001-001,9,,
68-57-50-23,0756-001-001,10,,
68-57-50-23,0756-001-001,11,,
68-57-50-23,0756-001-001,12,NO,
29-44-66-61,0756-001-003,1,NO,
29-44-66-61,0756-001-003,2,YES,1
29-44-66-61,0756-001-003,3,,
29-44-66-61,0756-001-003,4,,
77-60-75-93,0757-001-001,1,YES,1
77-60-75-93,0757-001-001,2,NO,
77-60-75-93,0757-001-001,3,,
77-60-75-93,0757-001-001,4,,
77-60-75-93,0757-001-001,5,,
77-60-75-93,0757-001-001,6,,
77-60-75-93,0757-001-001,7,,
29-14-45-66,0758-001-001,1,YES,1
29-14-45-66,0758-001-001,2,NO,
29-14-45-66,0758-001-001,3,YES,1
29-14-45-66,0758-001-001,4,,
29-14-45-66,0758-001-001,5,,
29-14-45-66,0758-001-001,6,,
29-14-45-66,0758-001-001,7,,
42-51-30-36,0759-001-001,1,YES,1
42-51-30-36,0759-001-001,2,NO,
42-51-30-36,0759-001-001,3,,
42-51-30-36,0759-001-001,4,,
42-51-30-36,0759-001-001,5,,
42-51-30-36,0759-001-001,6,,
42-51-30-36,0759-001-001,7,,
95-00-47-94,0761-001-001,1,YES,1
95-00-47-94,0761-001-001,2,YES,1
95-00-47-94,0761-001-001,3,,
95-00-47-94,0761-001-001,4,,
95-00-47-94,0761-001-001,5,,
27-22-49-12,0762-001-001,1,,
27-22-49-12,0762-001-001,2,YES,1
27-22-49-12,0762-001-001,4,YES,1
27-22-49-12,0762-001-001,5,,
27-22-49-12,0762-001-001,6,,
27-22-49-12,0762-001-001,7,,
27-22-49-12,0762-001-001,8,,
27-22-49-12,0762-001-001,9,,
13-97-20-68,0767-001-001,1,YES,1
13-97-20-68,0767-001-001,2,,
13-97-20-68,0767-001-001,3,,
13-97-20-68,0767-001-001,4,,
46-73-72-80,0768-001-001,1,NO,
46-73-72-80,0768-001-001,6,,
46-73-72-80,0768-001-001,8,,
46-73-72-80,0768-001-001,9,YES,1
46-73-72-80,0768-001-001,10,,
46-73-72-80,0768-001-001,13,,
83-21-43-04,0768-001-002,1,YES,1
83-21-43-04,0768-001-002,2,YES,1
83-21-43-04,0768-001-002,3,YES,1
83-21-43-04,0768-001-002,4,YES,1
83-21-43-04,0768-001-002,5,,
83-21-43-04,0768-001-002,6,,
83-21-43-04,0768-001-002,7,,
83-21-43-04,0768-001-002,8,,
83-21-43-04,0768-001-002,9,,
83-21-43-04,0768-001-002,10,,
83-21-43-04,0768-001-002,11,YES,1
50-44-37-01,0768-001-004,1,YES,1
50-44-37-01,0768-001-004,2,YES,1
50-44-37-01,0768-001-004,3,,
50-44-37-01,0768-001-004,4,,
04-07-97-71,0768-001-011,1,YES,1
04-07-97-71,0768-001-011,2,YES,1
04-07-97-71,0768-001-011,3,,
84-08-67-79,0769-001-001,1,YES,1
84-08-67-79,0769-001-001,2,YES,1
84-08-67-79,0769-001-001,3,,
84-08-67-79,0769-001-001,4,,
84-08-67-79,0769-001-001,5,,
84-08-67-79,0769-001-001,6,,
08-56-02-68,0770-001-001,1,YES,1
08-56-02-68,0770-001-001,2,YES,1
08-56-02-68,0770-001-001,3,,
08-56-02-68,0770-001-001,4,,
46-36-03-77,0771-001-001,1,YES,1
46-36-03-77,0771-001-001,2,YES,1
46-36-03-77,0771-001-001,3,,
46-36-03-77,0771-001-001,4,,
46-36-03-77,0771-001-001,5,YES,1
46-36-03-77,0771-001-001,6,,
46-36-03-77,0771-001-001,7,,
46-36-03-77,0771-001-001,8,,
46-36-03-77,0771-001-001,9,,
46-36-03-77,0771-001-001,10,,
46-36-03-77,0771-001-001,11,,
58-54-51-82,0772-001-002,1,YES,1
58-54-51-82,0772-001-002,2,YES,1
58-54-51-82,0772-001-002,3,,
27-60-85-20,0772-002-001,1,NO,
27-60-85-20,0772-002-001,7,,
27-60-85-20,0772-002-001,8,,
95-42-77-09,0772-002-003,1,YES,1
95-42-77-09,0772-002-003,2,YES,1
95-42-77-09,0772-002-003,3,,
95-42-77-09,0772-002-003,4,,
13-55-87-80,0772-002-004,1,,
13-55-87-80,0772-002-004,2,YES,1
13-55-87-80,0772-002-004,3,,
13-55-87-80,0772-002-004,4,,
13-55-87-80,0772-002-004,5,,
63-77-64-08,0773-001-001,1,YES,1
63-77-64-08,0773-001-001,2,YES,1
63-77-64-08,0773-001-001,4,YES,1
63-77-64-08,0773-001-001,5,YES,1
63-77-64-08,0773-001-001,6,,
16-44-54-61,0773-001-003,1,YES,1
16-44-54-61,0773-001-003,2,YES,1
36-12-98-96,0775-001-001,1,YES,2
36-12-98-96,0775-001-001,2,YES,1
36-12-98-96,0775-001-001,3,,
36-12-98-96,0775-001-001,4,,
36-12-98-96,0775-001-001,5,,
36-12-98-96,0775-001-001,6,,
39-76-12-55,0776-001-001,1,YES,1
39-76-12-55,0776-001-001,2,YES,1
39-76-12-55,0776-001-001,3,,
39-76-12-55,0776-001-001,4,,
39-76-12-55,0776-001-001,6,YES,2
39-76-12-55,0776-001-001,7,,
39-76-12-55,0776-001-001,8,,
39-76-12-55,0776-001-001,9,,
39-76-12-55,0776-001-001,10,,
39-76-12-55,0776-001-001,11,,
76-21-45-43,0776-001-005,1,YES,1
76-21-45-43,0776-001-005,2,,
76-21-45-43,0776-001-005,3,,
05-60-96-11,0777-001-001,1,YES,1
05-60-96-11,0777-001-001,2,YES,1
05-60-96-11,0777-001-001,4,,
05-60-96-11,0777-001-001,5,,
05-60-96-11,0777-001-001,6,,
05-60-96-11,0777-001-001,7,,
70-77-85-90,0778-001-001,1,YES,1
70-77-85-90,0778-001-001,2,YES,1
70-77-85-90,0778-001-001,3,YES,1
70-77-85-90,0778-001-001,4,,
70-77-85-90,0778-001-001,5,,
70-77-85-90,0778-001-001,6,,
70-77-85-90,0778-001-001,7,,
73-75-54-66,0780-001-001,1,YES,1
73-75-54-66,0780-001-001,2,YES,1
73-75-54-66,0780-001-001,3,NO,
73-75-54-66,0780-001-001,4,,
73-75-54-66,0780-001-001,5,,
73-75-54-66,0780-001-001,7,,
73-75-54-66,0780-001-001,8,,
26-99-83-49,0781-001-001,1,YES,1
26-99-83-49,0781-001-001,2,YES,1
26-99-83-49,0781-001-001,3,,
26-99-83-49,0781-001-001,4,YES,1
26-99-83-49,0781-001-001,5,YES,1
26-99-83-49,0781-001-001,8,,
01-05-09-28,0783-001-001,1,YES,1
01-05-09-28,0783-001-001,2,YES,1
01-05-09-28,0783-001-001,3,,
01-05-09-28,0783-001-001,5,NO,
01-05-09-28,0783-001-001,7,,
72-38-63-39,0783-001-004,1,YES,1
72-38-63-39,0783-001-004,2,YES,1
72-38-63-39,0783-001-004,3,,
04-67-21-54,0783-001-006,1,YES,1
04-67-21-54,0783-001-006,2,YES,1
77-42-27-12,0785-001-001,1,YES,1
77-42-27-12,0785-001-001,2,NO,
77-42-27-12,0785-001-001,3,YES,1
77-42-27-12,0785-001-001,7,,
77-42-27-12,0785-001-001,8,YES,1
77-42-27-12,0785-001-001,9,,
04-62-05-39,0785-001-004,1,YES,1
81-59-11-37,0785-001-005,1,YES,2
81-59-11-37,0785-001-005,2,,
92-08-19-67,0785-001-006,1,YES,1
92-08-19-67,0785-001-006,2,YES,1
92-08-19-67,0785-001-006,3,,
92-61-39-32,0785-008-001,1,YES,1
92-61-39-32,0785-008-001,3,YES,1
76-67-49-08,0785-008-002,1,YES,1
76-67-49-08,0785-008-002,2,YES,1
76-67-49-08,0785-008-002,3,YES,1
76-67-49-08,0785-008-002,4,,
76-67-49-08,0785-008-002,5,,
76-67-49-08,0785-008-002,6,,
76-67-49-08,0785-008-002,7,,
95-80-30-88,0786-002-001,1,YES,1
95-80-30-88,0786-002-001,2,,
95-80-30-88,0786-002-001,3,YES,1
95-80-30-88,0786-002-001,4,,
95-80-30-88,0786-002-001,5,,
95-80-30-88,0786-002-001,6,,
95-80-30-88,0786-002-001,7,,
25-16-84-50,0787-001-001,1,YES,1
25-16-84-50,0787-001-001,2,YES,1
25-16-84-50,0787-001-001,3,,
25-16-84-50,0787-001-001,4,,
25-16-84-50,0787-001-001,5,,
25-16-84-50,0787-001-001,6,,
41-94-97-33,0788-001-001,1,NO,
41-94-97-33,0788-001-001,2,YES,1
41-94-97-33,0788-001-001,3,,
60-74-36-34,0789-001-001,1,NO,
60-74-36-34,0789-001-001,2,YES,1
60-74-36-34,0789-001-001,4,,
60-74-36-34,0789-001-001,8,,
60-74-36-34,0789-001-001,9,YES,1
60-74-36-34,0789-001-001,10,,
60-74-36-34,0789-001-001,11,,
59-27-33-64,0789-001-003,1,YES,1
59-27-33-64,0789-001-003,2,YES,1
59-27-33-64,0789-001-003,3,,
58-72-64-17,0789-001-005,1,,
58-72-64-17,0789-001-005,2,,
58-72-64-17,0789-001-005,3,YES,1
69-12-67-44,0789-001-006,1,YES,1
65-51-84-50,0789-001-007,1,NO,
65-51-84-50,0789-001-007,2,YES,1
65-51-84-50,0789-001-007,3,,
06-63-52-74,0790-001-001,1,YES,1
06-63-52-74,0790-001-001,3,,
19-49-98-57,0791-001-001,1,YES,1
19-49-98-57,0791-001-001,2,YES,1
19-49-98-57,0791-001-001,3,YES,1
19-49-98-57,0791-001-001,4,,
19-49-98-57,0791-001-001,5,,
19-49-98-57,0791-001-001,6,,
19-49-98-57,0791-001-001,7,,
10-28-36-62,0792-002-002,2,,
10-28-36-62,0792-002-002,5,YES,1
10-28-36-62,0792-002-002,6,,
13-21-93-32,0792-002-003,1,YES,1
13-21-93-32,0792-002-003,2,YES,2
13-21-93-32,0792-002-003,3,,
13-21-93-32,0792-002-003,4,,
13-21-93-32,0792-002-003,5,,
91-76-89-34,0793-001-001,1,YES,1
91-76-89-34,0793-001-001,2,YES,1
91-76-89-34,0793-001-001,3,,
91-76-89-34,0793-001-001,4,,
91-76-89-34,0793-001-001,5,,
82-03-93-42,0794-001-001,1,YES,1
82-03-93-42,0794-001-001,2,YES,2
82-03-93-42,0794-001-001,3,YES,1
82-03-93-42,0794-001-001,4,YES,1
82-03-93-42,0794-001-001,5,,
82-03-93-42,0794-001-001,6,,
77-85-99-98,0796-001-002,2,YES,1
77-85-99-98,0796-001-002,3,YES,1
77-85-99-98,0796-001-002,4,,
77-85-99-98,0796-001-002,6,,
77-85-99-98,0796-001-002,7,,
77-85-99-98,0796-001-002,8,NO,
87-21-83-42,0797-001-001,1,YES,1
87-21-83-42,0797-001-001,2,YES,1
87-21-83-42,0797-001-001,3,NO,
87-21-83-42,0797-001-001,4,,
87-21-83-42,0797-001-001,5,,
87-21-83-42,0797-001-001,6,,
87-21-83-42,0797-001-001,8,YES,1
87-21-83-42,0797-001-001,9,,
87-21-83-42,0797-001-001,10,YES,1
87-21-83-42,0797-001-001,12,,
87-21-83-42,0797-001-001,13,,
87-21-83-42,0797-001-001,14,YES,1
87-21-83-42,0797-001-001,15,,
26-47-53-88,0797-001-007,1,YES,1
26-47-53-88,0797-001-007,2,,
26-47-53-88,0797-001-007,3,,
05-09-03-42,0797-002-002,2,YES,1
05-09-03-42,0797-002-002,3,YES,1
05-09-03-42,0797-002-002,4,,
05-09-03-42,0797-002-002,5,,
05-09-03-42,0797-002-002,6,YES,1
05-09-03-42,0797-002-002,7,,
05-09-03-42,0797-002-002,8,,
05-09-03-42,0797-002-002,9,,
89-96-59-86,0798-001-001,1,YES,1
89-96-59-86,0798-001-001,2,NO,
89-96-59-86,0798-001-001,3,,
89-96-59-86,0798-001-001,4,YES,1
89-96-59-86,0798-001-001,5,YES,1
89-96-59-86,0798-001-001,6,,
89-96-59-86,0798-001-001,7,,
95-41-66-59,0800-001-001,1,YES,1
95-41-66-59,0800-001-001,3,YES,1
95-41-66-59,0800-001-001,4,NO,
95-41-66-59,0800-001-001,5,,
95-41-66-59,0800-001-001,7,,
52-88-01-32,0800-001-002,1,YES,2
52-88-01-32,0800-001-002,2,YES,1
52-88-01-32,0800-001-002,3,,
71-32-37-07,0802-001-001,1,YES,1
71-32-37-07,0802-001-001,2,YES,1
71-32-37-07,0802-001-001,3,YES,1
71-32-37-07,0802-001-001,4,,
48-51-84-71,0803-001-002,2,YES,1
48-51-84-71,0803-001-002,3,YES,1
48-51-84-71,0803-001-002,4,YES,1
48-51-84-71,0803-001-002,5,YES,1
48-51-84-71,0803-001-002,6,YES,1
48-51-84-71,0803-001-002,7,YES,1
48-51-84-71,0803-001-002,8,YES,1
48-51-84-71,0803-001-002,9,YES,1
48-51-84-71,0803-001-002,11,,
21-36-63-64,0803-001-010,1,YES,1
21-36-63-64,0803-001-010,2,YES,1
95-25-20-69,0806-001-001,1,NO,
95-25-20-69,0806-001-001,2,YES,1
95-25-20-69,0806-001-001,3,YES,1
95-25-20-69,0806-001-001,4,,
39-39-70-24,0809-001-001,1,YES,1
39-39-70-24,0809-001-001,2,YES,1
39-39-70-24,0809-001-001,3,YES,1
39-39-70-24,0809-001-001,5,YES,1
39-39-70-24,0809-001-001,6,YES,1
39-39-70-24,0809-001-001,7,,
39-39-70-24,0809-001-001,9,YES,1
67-42-26-14,0809-001-008,1,YES,2
67-42-26-14,0809-001-008,2,YES,1
37-20-99-56,0810-001-001,1,YES,1
37-20-99-56,0810-001-001,2,YES,1
37-20-99-56,0810-001-001,3,,
37-20-99-56,0810-001-001,5,,
28-68-79-71,0810-001-004,1,YES,1
28-68-79-71,0810-001-004,2,YES,1
28-68-79-71,0810-001-004,3,,
17-79-68-21,0813-001-001,1,YES,1
17-79-68-21,0813-001-001,2,YES,1
17-79-68-21,0813-001-001,3,YES,2
17-79-68-21,0813-001-001,4,YES,1
17-79-68-21,0813-001-001,5,,
89-49-51-98,0813-006-001,1,YES,1
89-49-51-98,0813-006-001,2,YES,1
89-49-51-98,0813-006-001,3,,
89-49-51-98,0813-006-001,4,YES,1
46-41-53-12,0816-001-001,1,YES,1
46-41-53-12,0816-001-001,2,YES,1
46-41-53-12,0816-001-001,3,NO,
46-41-53-12,0816-001-001,4,YES,1
49-74-14-34,0816-003-001,1,YES,1
49-74-14-34,0816-003-001,6,YES,1
49-74-14-34,0816-003-001,7,,
49-74-14-34,0816-003-001,8,,
49-74-14-34,0816-003-001,9,,
92-17-59-19,0816-003-002,1,YES,1
92-17-59-19,0816-003-002,2,YES,1
92-17-59-19,0816-003-002,3,YES,1
92-17-59-19,0816-003-002,4,YES,1
92-17-59-19,0816-003-002,5,,
92-17-59-19,0816-003-002,6,,
92-17-59-19,0816-003-002,7,,
24-16-61-78,0816-004-001,1,YES,1
24-16-61-78,0816-004-001,3,,
24-16-61-78,0816-004-001,4,,
22-14-33-47,0816-005-001,1,YES,1
22-14-33-47,0816-005-001,2,YES,1
22-14-33-47,0816-005-001,3,NO,
22-14-33-47,0816-005-001,4,YES,1
22-14-33-47,0816-005-001,5,NO,
22-14-33-47,0816-005-001,6,,
22-14-33-47,0816-005-001,7,,
22-14-33-47,0816-005-001,8,,
22-14-33-47,0816-005-001,9,,
69-89-51-27,0817-001-001,1,,
69-89-51-27,0817-001-001,2,YES,1
69-89-51-27,0817-001-001,3,,
69-89-51-27,0817-001-001,4,,
69-89-51-27,0817-001-001,5,,
69-89-51-27,0817-001-001,6,,
69-89-51-27,0817-001-001,8,,
69-89-51-27,0817-001-001,9,,
69-89-51-27,0817-001-001,10,,
39-78-55-52,0817-001-007,1,YES,1
39-78-55-52,0817-001-007,2,YES,1
73-40-39-52,0817-009-001,1,YES,1
73-40-39-52,0817-009-001,2,YES,1
73-40-39-52,0817-009-001,3,,
73-40-39-52,0817-009-001,4,,
22-53-70-08,0820-001-002,2,YES,1
22-53-70-08,0820-001-002,6,YES,1
22-53-70-08,0820-001-002,7,YES,1
48-50-14-55,0820-001-003,1,YES,2
48-50-14-55,0820-001-003,2,YES,1
48-50-14-55,0820-001-003,3,,
48-50-14-55,0820-001-003,4,YES,2
48-50-14-55,0820-001-003,5,YES,1
48-50-14-55,0820-001-003,6,YES,1
78-14-97-22,0820-001-009,1,YES,1
78-14-97-22,0820-001-009,2,YES,1
95-17-78-64,0822-001-001,1,YES,1
95-17-78-64,0822-001-001,2,YES,1
95-17-78-64,0822-001-001,3,,
95-17-78-64,0822-001-001,4,,
95-17-78-64,0822-001-001,5,,
01-82-06-82,0824-001-001,1,YES,1
01-82-06-82,0824-001-001,2,YES,1
01-82-06-82,0824-001-001,5,YES,1
01-82-06-82,0824-001-001,7,YES,1
01-82-06-82,0824-001-001,9,YES,1
01-82-06-82,0824-001-001,11,,
01-82-06-82,0824-001-001,12,,
41-91-45-72,0824-001-003,1,YES,2
41-91-45-72,0824-001-003,2,YES,1
41-91-45-72,0824-001-003,3,,
58-95-90-74,0824-001-006,1,YES,1
58-95-90-74,0824-001-006,2,,
58-95-90-74,0824-001-006,3,,
58-95-90-74,0824-001-006,4,,
13-59-49-85,0824-006-001,1,YES,1
48-86-98-91,0827-001-002,1,YES,1
48-86-98-91,0827-001-002,2,YES,1
48-86-98-91,0827-001-002,3,YES,1
48-86-98-91,0827-001-002,4,,
48-86-98-91,0827-001-002,5,,
48-86-98-91,0827-001-002,6,,
48-86-98-91,0827-001-002,7,,
11-50-63-98,0828-001-001,1,NO,
11-50-63-98,0828-001-001,7,YES,1
11-50-63-98,0828-001-001,8,,
11-50-63-98,0828-001-001,9,,
11-50-63-98,0828-001-001,10,,
11-50-63-98,0828-001-001,11,,
11-50-63-98,0828-001-001,12,,
34-57-47-47,0828-001-002,1,YES,1
34-57-47-47,0828-001-002,2,YES,1
34-57-47-47,0828-001-002,3,,
34-57-47-47,0828-001-002,4,,
34-57-47-47,0828-001-002,5,,
34-57-47-47,0828-001-002,6,,
34-57-47-47,0828-001-002,7,,
23-48-92-58,0829-001-001,1,,
23-48-92-58,0829-001-001,2,YES,1
23-48-92-58,0829-001-001,3,,
23-48-92-58,0829-001-001,4,,
23-48-92-58,0829-001-001,5,,
23-48-92-58,0829-001-001,6,,
76-13-11-27,0830-001-001,1,YES,1
76-13-11-27,0830-001-001,2,YES,1
76-13-11-27,0830-001-001,3,YES,1
76-13-11-27,0830-001-001,4,,
76-13-11-27,0830-001-001,5,,
76-13-11-27,0830-001-001,7,YES,1
76-13-11-27,0830-001-001,8,YES,1
76-13-11-27,0830-001-001,9,,
76-13-11-27,0830-001-001,10,,
72-69-44-72,0831-001-001,1,YES,1
72-69-44-72,0831-001-001,2,YES,1
72-69-44-72,0831-001-001,3,YES,1
72-69-44-72,0831-001-001,4,,
43-07-96-96,0834-001-001,1,,
43-07-96-96,0834-001-001,2,YES,1
43-07-96-96,0834-001-001,3,,
43-07-96-96,0834-001-001,4,,
43-07-96-96,0834-001-001,5,,
43-07-96-96,0834-001-001,6,,
43-07-96-96,0834-001-001,7,,
43-07-96-96,0834-001-001,8,,
43-07-96-96,0834-001-001,9,,
43-07-96-96,0834-001-001,10,,
11-95-00-77,0835-001-001,1,YES,1
11-95-00-77,0835-001-001,2,,
11-95-00-77,0835-001-001,3,,
11-95-00-77,0835-001-001,4,,
11-95-00-77,0835-001-001,5,,
11-95-00-77,0835-001-001,6,,
11-95-00-77,0835-001-001,7,,
11-95-00-77,0835-001-001,8,,
11-95-00-77,0835-001-001,9,YES,1
11-95-00-77,0835-001-001,10,,
11-95-00-77,0835-001-001,11,,
11-95-00-77,0835-001-001,12,,
19-25-92-06,0836-001-001,1,,
19-25-92-06,0836-001-001,3,YES,1
19-25-92-06,0836-001-001,5,YES,1
19-25-92-06,0836-001-001,6,,
19-25-92-06,0836-001-001,7,,
19-25-92-06,0836-001-001,8,,
19-25-92-06,0836-001-001,11,,
19-25-92-06,0836-001-001,13,YES,1
19-25-92-06,0836-001-001,14,,
19-25-92-06,0836-001-001,15,,
19-25-92-06,0836-001-001,16,YES,1
37-58-14-59,0836-001-002,1,YES,1
37-58-14-59,0836-001-002,2,YES,1
37-58-14-59,0836-001-002,3,,
57-18-74-95,0839-001-002,2,YES,1
57-18-74-95,0839-001-002,4,,
57-18-74-95,0839-001-002,5,YES,1
57-18-74-95,0839-001-002,6,,
57-18-74-95,0839-001-002,7,,
57-18-74-95,0839-001-002,8,,
57-18-74-95,0839-001-002,9,NO,
57-18-74-95,0839-001-002,10,,
95-47-50-34,0839-001-003,1,YES,1
95-47-50-34,0839-001-003,2,YES,1
42-31-29-16,0839-002-001,1,NO,
42-31-29-16,0839-002-001,2,,
34-83-13-34,0840-001-002,2,NO,
34-83-13-34,0840-001-002,4,NO,
34-83-13-34,0840-001-002,5,,
34-83-13-34,0840-001-002,6,,
70-81-71-72,0840-001-003,1,NO,
70-81-71-72,0840-001-003,2,NO,
70-81-71-72,0840-001-003,3,,
70-81-71-72,0840-001-003,4,YES,1
70-81-71-72,0840-001-003,5,,
70-81-71-72,0840-001-003,6,,
70-81-71-72,0840-001-003,7,,
50-33-65-85,0841-001-001,1,YES,1
50-33-65-85,0841-001-001,2,YES,1
50-33-65-85,0841-001-001,3,,
50-33-65-85,0841-001-001,4,YES,1
50-33-65-85,0841-001-001,5,,
50-33-65-85,0841-001-001,8,,
50-33-65-85,0841-001-001,9,,
50-33-65-85,0841-001-001,10,,
50-33-65-85,0841-001-001,11,,
50-33-65-85,0841-001-001,12,,
27-07-45-94,0842-001-001,1,NO,
27-07-45-94,0842-001-001,2,NO,
27-07-45-94,0842-001-001,3,,
27-07-45-94,0842-001-001,5,NO,
27-07-45-94,0842-001-001,6,,
55-18-26-79,0843-001-001,1,,
55-18-26-79,0843-001-001,2,NO,
55-18-26-79,0843-001-001,3,,
55-18-26-79,0843-001-001,4,NO,
55-18-26-79,0843-001-001,5,,
55-18-26-79,0843-001-001,6,YES,1
55-18-26-79,0843-001-001,7,,
27-80-16-97,0844-001-001,1,YES,1
27-80-16-97,0844-001-001,4,,
36-98-27-89,0844-001-002,1,YES,1
36-98-27-89,0844-001-002,2,,
36-98-27-89,0844-001-002,3,,
15-99-63-51,0844-004-001,1,YES,1
15-99-63-51,0844-004-001,2,,
15-99-63-51,0844-004-001,3,YES,1
15-99-63-51,0844-004-001,5,,
15-99-63-51,0844-004-001,6,YES,1
15-99-63-51,0844-004-001,7,,
15-99-63-51,0844-004-001,8,,
15-99-63-51,0844-004-001,10,,
15-99-63-51,0844-004-001,11,,
55-10-77-09,0844-004-004,1,YES,1
55-10-77-09,0844-004-004,2,,
55-10-77-09,0844-004-004,3,,
55-10-77-09,0844-004-004,4,YES,1
55-10-77-09,0844-004-004,5,,
55-10-77-09,0844-004-004,6,YES,1
55-10-77-09,0844-004-004,7,,
55-10-77-09,0844-004-004,8,,
55-10-77-09,0844-004-004,9,,
55-10-77-09,0844-004-004,10,,
07-65-39-81,0846-001-001,1,,
07-65-39-81,0846-001-001,2,,
07-65-39-81,0846-001-001,3,YES,1
07-65-39-81,0846-001-001,4,NO,
07-65-39-81,0846-001-001,5,,
07-65-39-81,0846-001-001,7,,
07-65-39-81,0846-001-001,8,,
24-49-64-10,0847-001-001,1,,
24-49-64-10,0847-001-001,2,,
24-49-64-10,0847-001-001,4,YES,1
24-49-64-10,0847-001-001,5,YES,1
24-49-64-10,0847-001-001,6,NO,
24-49-64-10,0847-001-001,7,,
24-49-64-10,0847-001-001,8,,
24-49-64-10,0847-001-001,9,,
24-49-64-10,0847-001-001,10,,
00-41-84-07,0847-001-003,1,YES,1
00-41-84-07,0847-001-003,2,YES,1
00-41-84-07,0847-001-003,3,,
00-41-84-07,0847-001-003,4,,
41-88-84-41,0847-004-001,1,,
41-88-84-41,0847-004-001,2,YES,1
41-88-84-41,0847-004-001,3,,
41-88-84-41,0847-004-001,4,,
41-88-84-41,0847-004-001,5,,
61-34-55-28,0848-001-001,1,,
61-34-55-28,0848-001-001,2,NO,
61-34-55-28,0848-001-001,7,,
61-34-55-28,0848-001-001,8,,
78-45-29-07,0848-001-003,1,NO,
78-45-29-07,0848-001-003,2,NO,
37-95-22-04,0848-001-004,1,YES,1
37-95-22-04,0848-001-004,2,NO,
37-95-22-04,0848-001-004,3,,
37-95-22-04,0848-001-004,4,,
37-95-22-04,0848-001-004,5,,
37-95-22-04,0848-001-004,6,,
44-70-04-43,0848-001-005,1,YES,1
44-70-04-43,0848-001-005,2,YES,1
44-70-04-43,0848-001-005,3,,
44-70-04-43,0848-001-005,4,,
44-70-04-43,0848-001-005,5,,
99-03-12-75,0848-001-006,1,,
99-03-12-75,0848-001-006,2,NO,
40-93-38-08,0849-001-001,1,YES,1
40-93-38-08,0849-001-001,2,YES,1
40-93-38-08,0849-001-001,3,,
40-93-38-08,0849-001-001,4,,
40-93-38-08,0849-001-001,5,,
58-09-73-47,0850-001-002,1,YES,1
58-09-73-47,0850-001-002,2,NO,
58-09-73-47,0850-001-002,3,,
58-09-73-47,0850-001-002,4,,
58-09-73-47,0850-001-002,5,,
58-09-73-47,0850-001-002,6,,
28-86-83-55,0850-001-003,3,,
28-86-83-55,0850-001-003,4,,
28-86-83-55,0850-001-003,5,YES,1
28-86-83-55,0850-001-003,7,YES,1
28-86-83-55,0850-001-003,8,YES,1
28-86-83-55,0850-001-003,10,,
28-86-83-55,0850-001-003,11,,
28-86-83-55,0850-001-003,12,,
28-86-83-55,0850-001-003,13,,
28-86-83-55,0850-001-003,14,,
37-11-18-81,0851-001-001,1,,
37-11-18-81,0851-001-001,2,YES,1
37-11-18-81,0851-001-001,3,,
37-11-18-81,0851-001-001,5,,
34-55-40-03,0852-001-001,1,YES,1
34-55-40-03,0852-001-001,3,,
34-55-40-03,0852-001-001,4,,
34-55-40-03,0852-001-001,5,,
34-55-40-03,0852-001-001,6,YES,1
