interview__key,sdd_hhid,lvstckid,lf06_01,lf06_02,lf06_03,lf06_04_1,lf06_04_2,lf06_05_1,lf06_05_2,lf06_06,lf06_07,lf06_08,lf06_09,lf06_10,lf06_11,lf06_12a,lf06_12b,lf06_13_1,lf06_13_2
20-93-75-06,0749-001-001,SMALL RUMINANTS,HAPANA,,,,,,,,,,,,,,,,
39-72-67-30,0749-002-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
39-72-67-30,0749-002-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
14-38-94-33,0749-003-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
14-38-94-33,0749-003-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
85-80-93-27,0750-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
85-80-93-27,0750-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
40-49-15-42,0751-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
40-49-15-42,0751-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
29-63-19-27,0751-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
29-63-19-27,0751-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
17-99-56-15,0751-001-009,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
17-99-56-15,0751-001-009,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,SMALL RUMINANTS,HAPANA,,,,,,,,,,,,,,,,
89-85-01-84,0752-004-001,LARGE RUMINANTS,3,12,3,DECEMBER,10,APRIL,3,LIMITED SUCKLING,3,0,HAKUNA,,,,,,
89-85-01-84,0752-004-001,SMALL RUMINANTS,HAPANA,,,,,,,,,,,,,,,,
84-75-07-82,0752-004-004,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
84-75-07-82,0752-004-004,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
78-50-22-98,0752-004-005,LARGE RUMINANTS,2,8,5,FEBRUARY,7,JUNE,3,LIMITED SUCKLING,1,1,1,0,0,JIRANI,NDANI YA KIJIJI AU MJI,1,2
78-50-22-98,0752-004-005,SMALL RUMINANTS,HAPANA,,,,,,,,,,,,,,,,
91-74-73-51,0752-021-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
91-74-73-51,0752-021-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
83-03-55-57,0753-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
83-03-55-57,0753-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
79-31-15-72,0754-001-001,LARGE RUMINANTS,4,8,1,APRIL,1,OCTOBER,0.5,LIMITED SUCKLING,2,0,1,0,0,,,1,2
79-31-15-72,0754-001-001,SMALL RUMINANTS,3,6,0.3,APRIL,0.3,SEPTEMBER,0.2,LIMITED SUCKLING,1,0,HAKUNA,,,,,,
33-76-14-08,0755-001-001,LARGE RUMINANTS,4,5,2,APRIL,1,OCTOBER,0.5,LIMITED SUCKLING,3,0,1,0,0,,,1,2
33-76-14-08,0755-001-001,SMALL RUMINANTS,HAPANA,,,,,,,,,,,,,,,,
68-57-50-23,0756-001-001,LARGE RUMINANTS,5,4,5,MARCH,5,AUGUST,3,LIMITED SUCKLING,5,0,HAKUNA,,,,,,
68-57-50-23,0756-001-001,SMALL RUMINANTS,HAPANA,,,,,,,,,,,,,,,,
29-44-66-61,0756-001-003,LARGE RUMINANTS,2,3,3,MARCH,3,AUGUST,1,LIMITED SUCKLING,2,0,1,0,0,,,,
29-44-66-61,0756-001-003,SMALL RUMINANTS,HAPANA,,,,,,,,,,,,,,,,
77-60-75-93,0757-001-001,LARGE RUMINANTS,HAPANA,,,,,,,,,,,,,,,,
77-60-75-93,0757-001-001,SMALL RUMINANTS,HAPANA,,,,,,,,,,,,,,,,
29-14-45-66,0758-001-001,LARGE RUMINANTS,1,4,1,MARCH,4,MAY,1,LIMITED SUCKLING,1,0,1,0,0,,,1,2
29-14-45-66,0758-001-001,SMALL RUMINANTS,HAPANA,,,,,,,,,,,,,,,,
42-51-30-36,0759-001-001,LARGE RUMINANTS,2,4,11,MARCH,6,MAY,4,LIMITED SUCKLING,1,0,3,0,0,,,1,2
42-51-30-36,0759-001-001,SMALL RUMINANTS,HAPANA,,,,,,,,,,,,,,,,
95-00-47-94,0761-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
95-00-47-94,0761-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
27-22-49-12,0762-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
27-22-49-12,0762-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
13-97-20-68,0767-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
13-97-20-68,0767-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
46-73-72-80,0768-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
46-73-72-80,0768-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
83-21-43-04,0768-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
83-21-43-04,0768-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
50-44-37-01,0768-001-004,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
50-44-37-01,0768-001-004,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
04-07-97-71,0768-001-011,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
04-07-97-71,0768-001-011,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
84-08-67-79,0769-001-001,LARGE RUMINANTS,1,3,3,MARCH,4,MAY,2,UNLIMITED SUCKLING,2,0,HAKUNA,,,,,,
84-08-67-79,0769-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
08-56-02-68,0770-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
08-56-02-68,0770-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
46-36-03-77,0771-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
46-36-03-77,0771-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
58-54-51-82,0772-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
58-54-51-82,0772-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
27-60-85-20,0772-002-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
27-60-85-20,0772-002-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
95-42-77-09,0772-002-003,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
95-42-77-09,0772-002-003,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
13-55-87-80,0772-002-004,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
13-55-87-80,0772-002-004,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
63-77-64-08,0773-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
63-77-64-08,0773-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
16-44-54-61,0773-001-003,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
16-44-54-61,0773-001-003,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
36-12-98-96,0775-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
36-12-98-96,0775-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
39-76-12-55,0776-001-001,LARGE RUMINANTS,HAPANA,,,,,,,,,,,,,,,1,
39-76-12-55,0776-001-001,SMALL RUMINANTS,HAPANA,,,,,,,,,,,,,,,1,
76-21-45-43,0776-001-005,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
76-21-45-43,0776-001-005,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
05-60-96-11,0777-001-001,LARGE RUMINANTS,1,3,1.5,FEBRUARY,2,JANUARY,1,LIMITED SUCKLING,0,0.5,HAKUNA,,,,,1,
05-60-96-11,0777-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
70-77-85-90,0778-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
70-77-85-90,0778-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
73-75-54-66,0780-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
73-75-54-66,0780-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
26-99-83-49,0781-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
26-99-83-49,0781-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
01-05-09-28,0783-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
01-05-09-28,0783-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
72-38-63-39,0783-001-004,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
72-38-63-39,0783-001-004,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
04-67-21-54,0783-001-006,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
04-67-21-54,0783-001-006,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
77-42-27-12,0785-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
77-42-27-12,0785-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
04-62-05-39,0785-001-004,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
04-62-05-39,0785-001-004,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
81-59-11-37,0785-001-005,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
81-59-11-37,0785-001-005,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
92-08-19-67,0785-001-006,LARGE RUMINANTS,HAPANA,,,,,,,,,,,,,,,1,2
92-08-19-67,0785-001-006,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
92-61-39-32,0785-008-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
92-61-39-32,0785-008-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
76-67-49-08,0785-008-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
76-67-49-08,0785-008-002,SMALL RUMINANTS,HAPANA,,,,,,,,,,,,,,,4,
95-80-30-88,0786-002-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
95-80-30-88,0786-002-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
25-16-84-50,0787-001-001,LARGE RUMINANTS,HAPANA,,,,,,,,,,,,,,,1,
25-16-84-50,0787-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
41-94-97-33,0788-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
41-94-97-33,0788-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
60-74-36-34,0789-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
60-74-36-34,0789-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
59-27-33-64,0789-001-003,LARGE RUMINANTS,1,1,3,JANUARY,1,,0,NO SUCKLING,3,0,HAKUNA,,,,,1,
59-27-33-64,0789-001-003,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
58-72-64-17,0789-001-005,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
58-72-64-17,0789-001-005,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
69-12-67-44,0789-001-006,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
69-12-67-44,0789-001-006,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
65-51-84-50,0789-001-007,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
65-51-84-50,0789-001-007,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
06-63-52-74,0790-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
06-63-52-74,0790-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
19-49-98-57,0791-001-001,LARGE RUMINANTS,HAPANA,,,,,,,,,,,,,,,,
19-49-98-57,0791-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
10-28-36-62,0792-002-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
10-28-36-62,0792-002-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
13-21-93-32,0792-002-003,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
13-21-93-32,0792-002-003,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
91-76-89-34,0793-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
91-76-89-34,0793-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
82-03-93-42,0794-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
82-03-93-42,0794-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
77-85-99-98,0796-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
77-85-99-98,0796-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
87-21-83-42,0797-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
87-21-83-42,0797-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
26-47-53-88,0797-001-007,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
26-47-53-88,0797-001-007,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
05-09-03-42,0797-002-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
05-09-03-42,0797-002-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
89-96-59-86,0798-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
89-96-59-86,0798-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
95-41-66-59,0800-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
95-41-66-59,0800-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
52-88-01-32,0800-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
52-88-01-32,0800-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
71-32-37-07,0802-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
71-32-37-07,0802-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
48-51-84-71,0803-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
48-51-84-71,0803-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
21-36-63-64,0803-001-010,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
21-36-63-64,0803-001-010,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
95-25-20-69,0806-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
95-25-20-69,0806-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
39-39-70-24,0809-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
39-39-70-24,0809-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
67-42-26-14,0809-001-008,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
67-42-26-14,0809-001-008,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
37-20-99-56,0810-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
37-20-99-56,0810-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
28-68-79-71,0810-001-004,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
28-68-79-71,0810-001-004,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
17-79-68-21,0813-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
17-79-68-21,0813-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
89-49-51-98,0813-006-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
89-49-51-98,0813-006-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
46-41-53-12,0816-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
46-41-53-12,0816-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
49-74-14-34,0816-003-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
49-74-14-34,0816-003-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
92-17-59-19,0816-003-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
92-17-59-19,0816-003-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
24-16-61-78,0816-004-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
24-16-61-78,0816-004-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
22-14-33-47,0816-005-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
22-14-33-47,0816-005-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
69-89-51-27,0817-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
69-89-51-27,0817-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
39-78-55-52,0817-001-007,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
39-78-55-52,0817-001-007,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
73-40-39-52,0817-009-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
73-40-39-52,0817-009-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
22-53-70-08,0820-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
22-53-70-08,0820-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
48-50-14-55,0820-001-003,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
48-50-14-55,0820-001-003,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
78-14-97-22,0820-001-009,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
78-14-97-22,0820-001-009,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
95-17-78-64,0822-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
95-17-78-64,0822-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
01-82-06-82,0824-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
01-82-06-82,0824-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
41-91-45-72,0824-001-003,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
41-91-45-72,0824-001-003,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
58-95-90-74,0824-001-006,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
58-95-90-74,0824-001-006,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
13-59-49-85,0824-006-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
13-59-49-85,0824-006-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
48-86-98-91,0827-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
48-86-98-91,0827-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
11-50-63-98,0828-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
11-50-63-98,0828-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
34-57-47-47,0828-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
34-57-47-47,0828-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
23-48-92-58,0829-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
23-48-92-58,0829-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
76-13-11-27,0830-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
76-13-11-27,0830-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
72-69-44-72,0831-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
72-69-44-72,0831-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
43-07-96-96,0834-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
43-07-96-96,0834-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
11-95-00-77,0835-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
11-95-00-77,0835-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
19-25-92-06,0836-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
19-25-92-06,0836-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
37-58-14-59,0836-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
37-58-14-59,0836-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
57-18-74-95,0839-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
57-18-74-95,0839-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
95-47-50-34,0839-001-003,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
95-47-50-34,0839-001-003,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
42-31-29-16,0839-002-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
42-31-29-16,0839-002-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
34-83-13-34,0840-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
34-83-13-34,0840-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
70-81-71-72,0840-001-003,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
70-81-71-72,0840-001-003,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
50-33-65-85,0841-001-001,LARGE RUMINANTS,1,2,4,JUNE,6,JULY,7,LIMITED SUCKLING,2,4,HAKUNA,,,,,1,
50-33-65-85,0841-001-001,SMALL RUMINANTS,HAPANA,,,,,,,,,,,,,,,1,
27-07-45-94,0842-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
27-07-45-94,0842-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
55-18-26-79,0843-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
55-18-26-79,0843-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
27-80-16-97,0844-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
27-80-16-97,0844-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
36-98-27-89,0844-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
36-98-27-89,0844-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
15-99-63-51,0844-004-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
15-99-63-51,0844-004-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
55-10-77-09,0844-004-004,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
55-10-77-09,0844-004-004,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
07-65-39-81,0846-001-001,LARGE RUMINANTS,2,5,5,MAY,7,JULY,3,NO SUCKLING,5,0,HAKUNA,,,,,1,
07-65-39-81,0846-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
24-49-64-10,0847-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
24-49-64-10,0847-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
00-41-84-07,0847-001-003,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
00-41-84-07,0847-001-003,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
41-88-84-41,0847-004-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
41-88-84-41,0847-004-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
61-34-55-28,0848-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
61-34-55-28,0848-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
78-45-29-07,0848-001-003,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
78-45-29-07,0848-001-003,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
37-95-22-04,0848-001-004,LARGE RUMINANTS,HAPANA,,,,,,,,,,,,,,,1,
37-95-22-04,0848-001-004,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
44-70-04-43,0848-001-005,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
44-70-04-43,0848-001-005,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
99-03-12-75,0848-001-006,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
99-03-12-75,0848-001-006,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
40-93-38-08,0849-001-001,LARGE RUMINANTS,2,7,5,OCTOBER,7,FEBRUARY,4,LIMITED SUCKLING,1,4,HAKUNA,,,,,1,
40-93-38-08,0849-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
58-09-73-47,0850-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
58-09-73-47,0850-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
28-86-83-55,0850-001-003,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
28-86-83-55,0850-001-003,SMALL RUMINANTS,HAPANA,,,,,,,,,,,,,,,4,
37-11-18-81,0851-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
37-11-18-81,0851-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
34-55-40-03,0852-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
34-55-40-03,0852-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
39-32-39-90,0852-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
39-32-39-90,0852-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
08-17-94-34,0854-001-001,LARGE RUMINANTS,3,2,5,JANUARY,5,MARCH,3,UNLIMITED SUCKLING,1,2,HAKUNA,,,,,1,
08-17-94-34,0854-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
68-74-43-56,0855-001-001,LARGE RUMINANTS,4,6,8,OCTOBER,10,FEBRUARY,6,LIMITED SUCKLING,1,7,HAKUNA,,,,,1,
68-74-43-56,0855-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
07-03-83-06,0856-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
07-03-83-06,0856-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
88-80-22-55,0856-001-003,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
88-80-22-55,0856-001-003,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
26-93-79-69,0857-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
26-93-79-69,0857-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
43-58-88-26,0858-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
43-58-88-26,0858-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
13-49-32-96,0858-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
13-49-32-96,0858-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
55-56-32-21,0860-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,
55-56-32-21,0860-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,
