interview__key,sdd_hhid,sdd_indid,hh_f01,hh_f02,hh_f03,hh_f04,hh_f05,hh_f06,hh_f07,hh_f08,hh_f09,hh_f10,hh_f11,hh_f12,hh_f13,hh_f14,hh_f15
40-49-15-42,0751-001-001,3,NO,,,,,,,,,,,,,,
40-49-15-42,0751-001-001,4,NO,,,,,,,,,,,,,,
40-49-15-42,0751-001-001,5,NO,,,,,,,,,,,,,,
40-49-15-42,0751-001-001,8,NO,,,,,,,,,,,,,,
29-63-19-27,0751-001-002,1,YES,YES,45000,NO,,NO,,NO,,NO,,NO,,NO,
29-63-19-27,0751-001-002,2,NO,,,,,,,,,,,,,,
29-63-19-27,0751-001-002,3,YES,YES,2000,NO,,NO,,NO,,NO,,NO,,NO,
29-63-19-27,0751-001-002,4,NO,,,,,,,,,,,,,,
29-63-19-27,0751-001-002,5,NO,,,,,,,,,,,,,,
29-63-19-27,0751-001-002,6,NO,,,,,,,,,,,,,,
29-63-19-27,0751-001-002,7,NO,,,,,,,,,,,,,,
29-63-19-27,0751-001-002,8,NO,,,,,,,,,,,,,,
17-99-56-15,0751-001-009,1,YES,YES,35000,NO,,NO,,NO,,NO,,NO,,NO,
17-99-56-15,0751-001-009,2,NO,,,,,,,,,,,,,,
17-99-56-15,0751-001-009,3,NO,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,1,NO,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,2,NO,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,3,NO,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,4,NO,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,6,NO,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,8,NO,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,10,NO,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,11,NO,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,12,NO,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,13,NO,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,14,NO,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,15,NO,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,16,NO,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,17,NO,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,20,NO,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,21,NO,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,22,NO,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,23,NO,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,24,NO,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,25,NO,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,26,NO,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,27,NO,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,28,NO,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,29,NO,,,,,,,,,,,,,,
89-85-01-84,0752-004-001,1,YES,NO,,NO,,NO,,NO,,YES,1000,NO,,NO,
89-85-01-84,0752-004-001,2,NO,,,,,,,,,,,,,,
89-85-01-84,0752-004-001,3,NO,,,,,,,,,,,,,,
89-85-01-84,0752-004-001,6,NO,,,,,,,,,,,,,,
89-85-01-84,0752-004-001,7,NO,,,,,,,,,,,,,,
89-85-01-84,0752-004-001,8,NO,,,,,,,,,,,,,,
89-85-01-84,0752-004-001,9,NO,,,,,,,,,,,,,,
89-85-01-84,0752-004-001,10,NO,,,,,,,,,,,,,,
89-85-01-84,0752-004-001,11,NO,,,,,,,,,,,,,,
89-85-01-84,0752-004-001,12,NO,,,,,,,,,,,,,,
89-85-01-84,0752-004-001,13,NO,,,,,,,,,,,,,,
89-85-01-84,0752-004-001,14,NO,,,,,,,,,,,,,,
89-85-01-84,0752-004-001,15,NO,,,,,,,,,,,,,,
89-85-01-84,0752-004-001,16,NO,,,,,,,,,,,,,,
89-85-01-84,0752-004-001,17,NO,,,,,,,,,,,,,,
89-85-01-84,0752-004-001,18,NO,,,,,,,,,,,,,,
89-85-01-84,0752-004-001,19,NO,,,,,,,,,,,,,,
89-85-01-84,0752-004-001,20,NO,,,,,,,,,,,,,,
89-85-01-84,0752-004-001,21,NO,,,,,,,,,,,,,,
89-85-01-84,0752-004-001,22,NO,,,,,,,,,,,,,,
89-85-01-84,0752-004-001,23,NO,,,,,,,,,,,,,,
89-85-01-84,0752-004-001,24,NO,,,,,,,,,,,,,,
84-75-07-82,0752-004-004,1,,,,,,,,,,,,,,,
84-75-07-82,0752-004-004,2,,,,,,,,,,,,,,,
78-50-22-98,0752-004-005,1,NO,,,,,,,,,,,,,,
78-50-22-98,0752-004-005,2,NO,,,,,,,,,,,,,,
78-50-22-98,0752-004-005,4,NO,,,,,,,,,,,,,,
78-50-22-98,0752-004-005,5,NO,,,,,,,,,,,,,,
78-50-22-98,0752-004-005,6,NO,,,,,,,,,,,,,,
78-50-22-98,0752-004-005,7,NO,,,,,,,,,,,,,,
78-50-22-98,0752-004-005,8,NO,,,,,,,,,,,,,,
78-50-22-98,0752-004-005,9,NO,,,,,,,,,,,,,,
78-50-22-98,0752-004-005,10,NO,,,,,,,,,,,,,,
78-50-22-98,0752-004-005,11,NO,,,,,,,,,,,,,,
78-50-22-98,0752-004-005,12,NO,,,,,,,,,,,,,,
78-50-22-98,0752-004-005,13,NO,,,,,,,,,,,,,,
91-74-73-51,0752-021-001,1,NO,,,,,,,,,,,,,,
91-74-73-51,0752-021-001,2,NO,,,,,,,,,,,,,,
91-74-73-51,0752-021-001,3,NO,,,,,,,,,,,,,,
91-74-73-51,0752-021-001,5,NO,,,,,,,,,,,,,,
91-74-73-51,0752-021-001,6,NO,,,,,,,,,,,,,,
91-74-73-51,0752-021-001,7,NO,,,,,,,,,,,,,,
91-74-73-51,0752-021-001,8,NO,,,,,,,,,,,,,,
83-03-55-57,0753-001-001,1,NO,,,,,,,,,,,,,,
83-03-55-57,0753-001-001,2,YES,NO,,YES,5000,NO,,NO,,YES,1000,NO,,NO,
83-03-55-57,0753-001-001,3,NO,,,,,,,,,,,,,,
83-03-55-57,0753-001-001,4,NO,,,,,,,,,,,,,,
79-31-15-72,0754-001-001,1,YES,YES,35000,NO,,NO,,NO,,NO,,NO,,NO,
79-31-15-72,0754-001-001,2,NO,,,,,,,,,,,,,,
79-31-15-72,0754-001-001,3,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
79-31-15-72,0754-001-001,4,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
79-31-15-72,0754-001-001,5,NO,,,,,,,,,,,,,,
79-31-15-72,0754-001-001,6,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
79-31-15-72,0754-001-001,7,NO,,,,,,,,,,,,,,
79-31-15-72,0754-001-001,8,NO,,,,,,,,,,,,,,
79-31-15-72,0754-001-001,9,NO,,,,,,,,,,,,,,
33-76-14-08,0755-001-001,1,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
33-76-14-08,0755-001-001,2,NO,,,,,,,,,,,,,,
33-76-14-08,0755-001-001,3,NO,,,,,,,,,,,,,,
33-76-14-08,0755-001-001,4,NO,,,,,,,,,,,,,,
33-76-14-08,0755-001-001,5,NO,,,,,,,,,,,,,,
33-76-14-08,0755-001-001,6,NO,,,,,,,,,,,,,,
33-76-14-08,0755-001-001,7,NO,,,,,,,,,,,,,,
68-57-50-23,0756-001-001,1,NO,,,,,,,,,,,,,,
68-57-50-23,0756-001-001,2,NO,,,,,,,,,,,,,,
68-57-50-23,0756-001-001,4,NO,,,,,,,,,,,,,,
68-57-50-23,0756-001-001,5,NO,,,,,,,,,,,,,,
68-57-50-23,0756-001-001,6,NO,,,,,,,,,,,,,,
68-57-50-23,0756-001-001,7,NO,,,,,,,,,,,,,,
68-57-50-23,0756-001-001,8,NO,,,,,,,,,,,,,,
68-57-50-23,0756-001-001,9,NO,,,,,,,,,,,,,,
68-57-50-23,0756-001-001,10,NO,,,,,,,,,,,,,,
68-57-50-23,0756-001-001,11,NO,,,,,,,,,,,,,,
68-57-50-23,0756-001-001,12,NO,,,,,,,,,,,,,,
29-44-66-61,0756-001-003,1,YES,YES,2600,NO,,NO,,NO,,NO,,NO,,NO,
29-44-66-61,0756-001-003,2,NO,,,,,,,,,,,,,,
29-44-66-61,0756-001-003,3,NO,,,,,,,,,,,,,,
29-44-66-61,0756-001-003,4,NO,,,,,,,,,,,,,,
77-60-75-93,0757-001-001,1,YES,YES,24000,NO,,NO,,NO,,YES,7000,NO,,NO,
77-60-75-93,0757-001-001,2,NO,,,,,,,,,,,,,,
77-60-75-93,0757-001-001,3,NO,,,,,,,,,,,,,,
77-60-75-93,0757-001-001,4,NO,,,,,,,,,,,,,,
77-60-75-93,0757-001-001,5,NO,,,,,,,,,,,,,,
77-60-75-93,0757-001-001,6,NO,,,,,,,,,,,,,,
77-60-75-93,0757-001-001,7,NO,,,,,,,,,,,,,,
29-14-45-66,0758-001-001,1,YES,YES,5500,NO,,NO,,NO,,NO,,NO,,YES,800
29-14-45-66,0758-001-001,2,NO,,,,,,,,,,,,,,
29-14-45-66,0758-001-001,3,NO,,,,,,,,,,,,,,
29-14-45-66,0758-001-001,4,NO,,,,,,,,,,,,,,
29-14-45-66,0758-001-001,5,YES,YES,,NO,,NO,,NO,,,,NO,,NO,
29-14-45-66,0758-001-001,6,NO,,,,,,,,,,,,,,
29-14-45-66,0758-001-001,7,NO,,,,,,,,,,,,,,
42-51-30-36,0759-001-001,1,NO,,,,,,,,,,,,,,
42-51-30-36,0759-001-001,2,NO,,,,,,,,,,,,,,
42-51-30-36,0759-001-001,3,NO,,,,,,,,,,,,,,
42-51-30-36,0759-001-001,4,NO,,,,,,,,,,,,,,
42-51-30-36,0759-001-001,5,NO,,,,,,,,,,,,,,
42-51-30-36,0759-001-001,6,NO,,,,,,,,,,,,,,
42-51-30-36,0759-001-001,7,NO,,,,,,,,,,,,,,
95-00-47-94,0761-001-001,1,NO,,,,,,,,,,,,,,
95-00-47-94,0761-001-001,2,NO,,,,,,,,,,,,,,
95-00-47-94,0761-001-001,3,NO,,,,,,,,,,,,,,
95-00-47-94,0761-001-001,4,NO,,,,,,,,,,,,,,
95-00-47-94,0761-001-001,5,NO,,,,,,,,,,,,,,
27-22-49-12,0762-001-001,1,NO,,,,,,,,,,,,,,
27-22-49-12,0762-001-001,2,NO,,,,,,,,,,,,,,
27-22-49-12,0762-001-001,4,NO,,,,,,,,,,,,,,
27-22-49-12,0762-001-001,5,NO,,,,,,,,,,,,,,
27-22-49-12,0762-001-001,6,NO,,,,,,,,,,,,,,
27-22-49-12,0762-001-001,7,NO,,,,,,,,,,,,,,
27-22-49-12,0762-001-001,8,NO,,,,,,,,,,,,,,
27-22-49-12,0762-001-001,9,NO,,,,,,,,,,,,,,
13-97-20-68,0767-001-001,1,YES,YES,25000,NO,,NO,,NO,,NO,,NO,,NO,
13-97-20-68,0767-001-001,2,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
13-97-20-68,0767-001-001,3,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
13-97-20-68,0767-001-001,4,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
46-73-72-80,0768-001-001,1,NO,,,,,,,,,,,,,,
46-73-72-80,0768-001-001,6,,,,,,,,,,,,,,,
46-73-72-80,0768-001-001,8,YES,YES,35000,NO,,NO,,NO,,YES,1000,NO,,YES,5000
46-73-72-80,0768-001-001,9,NO,,,,,,,,,,,,,,
46-73-72-80,0768-001-001,10,NO,,,,,,,,,,,,,,
46-73-72-80,0768-001-001,13,NO,,,,,,,,,,,,,,
83-21-43-04,0768-001-002,1,NO,,,,,,,,,,,,,,
83-21-43-04,0768-001-002,2,NO,,,,,,,,,,,,,,
83-21-43-04,0768-001-002,3,NO,,,,,,,,,,,,,,
83-21-43-04,0768-001-002,4,NO,,,,,,,,,,,,,,
83-21-43-04,0768-001-002,5,NO,,,,,,,,,,,,,,
83-21-43-04,0768-001-002,6,NO,,,,,,,,,,,,,,
83-21-43-04,0768-001-002,7,NO,,,,,,,,,,,,,,
83-21-43-04,0768-001-002,8,NO,,,,,,,,,,,,,,
83-21-43-04,0768-001-002,9,NO,,,,,,,,,,,,,,
83-21-43-04,0768-001-002,10,NO,,,,,,,,,,,,,,
83-21-43-04,0768-001-002,11,NO,,,,,,,,,,,,,,
50-44-37-01,0768-001-004,1,NO,,,,,,,,,,,,,,
50-44-37-01,0768-001-004,2,NO,,,,,,,,,,,,,,
50-44-37-01,0768-001-004,3,NO,,,,,,,,,,,,,,
50-44-37-01,0768-001-004,4,NO,,,,,,,,,,,,,,
04-07-97-71,0768-001-011,1,NO,,,,,,,,,,,,,,
04-07-97-71,0768-001-011,2,NO,,,,,,,,,,,,,,
04-07-97-71,0768-001-011,3,NO,,,,,,,,,,,,,,
84-08-67-79,0769-001-001,1,NO,,,,,,,,,,,,,,
84-08-67-79,0769-001-001,2,NO,,,,,,,,,,,,,,
84-08-67-79,0769-001-001,3,YES,NO,,NO,,NO,,NO,,NO,,YES,1500,NO,
84-08-67-79,0769-001-001,4,NO,,,,,,,,,,,,,,
84-08-67-79,0769-001-001,5,NO,,,,,,,,,,,,,,
84-08-67-79,0769-001-001,6,NO,,,,,,,,,,,,,,
08-56-02-68,0770-001-001,1,NO,,,,,,,,,,,,,,
08-56-02-68,0770-001-001,2,NO,,,,,,,,,,,,,,
08-56-02-68,0770-001-001,3,NO,,,,,,,,,,,,,,
08-56-02-68,0770-001-001,4,NO,,,,,,,,,,,,,,
46-36-03-77,0771-001-001,1,YES,NO,,NO,,NO,,NO,,YES,2000,NO,,NO,
46-36-03-77,0771-001-001,2,NO,,,,,,,,,,,,,,
46-36-03-77,0771-001-001,3,YES,YES,20000,NO,,NO,,NO,,YES,1500,NO,,NO,
46-36-03-77,0771-001-001,4,NO,,,,,,,,,,,,,,
46-36-03-77,0771-001-001,5,NO,,,,,,,,,,,,,,
46-36-03-77,0771-001-001,6,YES,NO,,NO,,NO,,NO,,NO,,YES,1200,NO,
46-36-03-77,0771-001-001,7,YES,NO,,NO,,NO,,NO,,NO,,YES,600,NO,
46-36-03-77,0771-001-001,8,NO,,,,,,,,,,,,,,
46-36-03-77,0771-001-001,9,NO,,,,,,,,,,,,,,
46-36-03-77,0771-001-001,10,NO,,,,,,,,,,,,,,
46-36-03-77,0771-001-001,11,NO,,,,,,,,,,,,,,
58-54-51-82,0772-001-002,1,YES,YES,3500,NO,,NO,,NO,,NO,,NO,,NO,
58-54-51-82,0772-001-002,2,NO,,,,,,,,,,,,,,
58-54-51-82,0772-001-002,3,NO,,,,,,,,,,,,,,
27-60-85-20,0772-002-001,1,YES,YES,15000,NO,,NO,,NO,,NO,,NO,,NO,
27-60-85-20,0772-002-001,7,YES,YES,10000,NO,,NO,,NO,,NO,,NO,,NO,
27-60-85-20,0772-002-001,8,YES,YES,10000,NO,,NO,,NO,,NO,,NO,,NO,
95-42-77-09,0772-002-003,1,NO,,,,,,,,,,,,,,
95-42-77-09,0772-002-003,2,NO,,,,,,,,,,,,,,
95-42-77-09,0772-002-003,3,NO,,,,,,,,,,,,,,
95-42-77-09,0772-002-003,4,NO,,,,,,,,,,,,,,
13-55-87-80,0772-002-004,1,NO,,,,,,,,,,,,,,
13-55-87-80,0772-002-004,2,NO,,,,,,,,,,,,,,
13-55-87-80,0772-002-004,3,NO,,,,,,,,,,,,,,
13-55-87-80,0772-002-004,4,NO,,,,,,,,,,,,,,
13-55-87-80,0772-002-004,5,NO,,,,,,,,,,,,,,
63-77-64-08,0773-001-001,1,NO,,,,,,,,,,,,,,
63-77-64-08,0773-001-001,2,NO,,,,,,,,,,,,,,
63-77-64-08,0773-001-001,4,NO,,,,,,,,,,,,,,
63-77-64-08,0773-001-001,5,NO,,,,,,,,,,,,,,
63-77-64-08,0773-001-001,6,NO,,,,,,,,,,,,,,
16-44-54-61,0773-001-003,1,NO,,,,,,,,,,,,,,
16-44-54-61,0773-001-003,2,NO,,,,,,,,,,,,,,
36-12-98-96,0775-001-001,1,YES,NO,,NO,,NO,,NO,,NO,,NO,,NO,
36-12-98-96,0775-001-001,2,YES,NO,,NO,,NO,,NO,,YES,2000,NO,,NO,
36-12-98-96,0775-001-001,3,YES,NO,,NO,,NO,,NO,,NO,,NO,,NO,
36-12-98-96,0775-001-001,4,NO,,,,,,,,,,,,,,
36-12-98-96,0775-001-001,5,YES,NO,,NO,,NO,,NO,,NO,,YES,1500,NO,
36-12-98-96,0775-001-001,6,NO,,,,,,,,,,,,,,
39-76-12-55,0776-001-001,1,NO,,,,,,,,,,,,,,
39-76-12-55,0776-001-001,2,NO,,,,,,,,,,,,,,
39-76-12-55,0776-001-001,3,NO,,,,,,,,,,,,,,
39-76-12-55,0776-001-001,4,,,,,,,,,,,,,,,
39-76-12-55,0776-001-001,6,YES,YES,35000,NO,,NO,,NO,,NO,,NO,,NO,
39-76-12-55,0776-001-001,7,YES,NO,,NO,,NO,,NO,,YES,600,NO,,NO,
39-76-12-55,0776-001-001,8,NO,,,,,,,,,,,,,,
39-76-12-55,0776-001-001,9,NO,,,,,,,,,,,,,,
39-76-12-55,0776-001-001,10,NO,,,,,,,,,,,,,,
39-76-12-55,0776-001-001,11,NO,,,,,,,,,,,,,,
76-21-45-43,0776-001-005,1,NO,,,,,,,,,,,,,,
76-21-45-43,0776-001-005,2,NO,,,,,,,,,,,,,,
76-21-45-43,0776-001-005,3,NO,,,,,,,,,,,,,,
05-60-96-11,0777-001-001,1,NO,,,,,,,,,,,,,,
05-60-96-11,0777-001-001,2,NO,,,,,,,,,,,,,,
05-60-96-11,0777-001-001,4,NO,,,,,,,,,,,,,,
05-60-96-11,0777-001-001,5,NO,,,,,,,,,,,,,,
05-60-96-11,0777-001-001,6,NO,,,,,,,,,,,,,,
05-60-96-11,0777-001-001,7,NO,,,,,,,,,,,,,,
70-77-85-90,0778-001-001,1,NO,,,,,,,,,,,,,,
70-77-85-90,0778-001-001,2,NO,,,,,,,,,,,,,,
70-77-85-90,0778-001-001,3,NO,,,,,,,,,,,,,,
70-77-85-90,0778-001-001,4,NO,,,,,,,,,,,,,,
70-77-85-90,0778-001-001,5,NO,,,,,,,,,,,,,,
70-77-85-90,0778-001-001,6,NO,,,,,,,,,,,,,,
70-77-85-90,0778-001-001,7,NO,,,,,,,,,,,,,,
73-75-54-66,0780-001-001,1,NO,,,,,,,,,,,,,,
73-75-54-66,0780-001-001,2,NO,,,,,,,,,,,,,,
73-75-54-66,0780-001-001,3,NO,,,,,,,,,,,,,,
73-75-54-66,0780-001-001,4,NO,,,,,,,,,,,,,,
73-75-54-66,0780-001-001,5,NO,,,,,,,,,,,,,,
73-75-54-66,0780-001-001,7,NO,,,,,,,,,,,,,,
73-75-54-66,0780-001-001,8,NO,,,,,,,,,,,,,,
26-99-83-49,0781-001-001,1,NO,,,,,,,,,,,,,,
26-99-83-49,0781-001-001,2,NO,,,,,,,,,,,,,,
26-99-83-49,0781-001-001,3,YES,YES,20000,NO,,NO,,NO,,NO,,NO,,NO,
26-99-83-49,0781-001-001,4,NO,,,,,,,,,,,,,,
26-99-83-49,0781-001-001,5,NO,,,,,,,,,,,,,,
26-99-83-49,0781-001-001,8,NO,,,,,,,,,,,,,,
01-05-09-28,0783-001-001,1,NO,,,,,,,,,,,,,,
01-05-09-28,0783-001-001,2,NO,,,,,,,,,,,,,,
01-05-09-28,0783-001-001,3,,,,,,,,,,,,,,,
01-05-09-28,0783-001-001,5,NO,,,,,,,,,,,,,,
01-05-09-28,0783-001-001,7,NO,,,,,,,,,,,,,,
72-38-63-39,0783-001-004,1,NO,,,,,,,,,,,,,,
72-38-63-39,0783-001-004,2,NO,,,,,,,,,,,,,,
72-38-63-39,0783-001-004,3,NO,,,,,,,,,,,,,,
04-67-21-54,0783-001-006,1,NO,,,,,,,,,,,,,,
04-67-21-54,0783-001-006,2,NO,,,,,,,,,,,,,,
77-42-27-12,0785-001-001,1,YES,NO,,NO,,NO,,NO,,YES,7000,NO,,NO,
77-42-27-12,0785-001-001,2,NO,,,,,,,,,,,,,,
77-42-27-12,0785-001-001,3,YES,NO,,NO,,NO,,NO,,NO,,NO,,NO,
77-42-27-12,0785-001-001,7,NO,,,,,,,,,,,,,,
77-42-27-12,0785-001-001,8,YES,NO,,NO,,NO,,NO,,NO,,NO,,NO,
77-42-27-12,0785-001-001,9,NO,,,,,,,,,,,,,,
04-62-05-39,0785-001-004,1,NO,,,,,,,,,,,,,,
81-59-11-37,0785-001-005,1,YES,YES,10500,NO,,NO,,NO,,YES,1000,NO,,NO,
81-59-11-37,0785-001-005,2,YES,NO,,NO,,NO,,NO,,NO,,NO,,NO,
92-08-19-67,0785-001-006,1,NO,,,,,,,,,,,,,,
92-08-19-67,0785-001-006,2,NO,,,,,,,,,,,,,,
92-08-19-67,0785-001-006,3,,,,,,,,,,,,,,,
92-61-39-32,0785-008-001,1,YES,NO,,YES,3000,NO,,NO,,YES,1000,NO,,NO,
92-61-39-32,0785-008-001,3,YES,NO,,NO,,NO,,NO,,NO,,NO,,NO,
76-67-49-08,0785-008-002,1,YES,YES,2000,NO,,NO,,NO,,NO,,NO,,NO,
76-67-49-08,0785-008-002,2,NO,,,,,,,,,,,,,,
76-67-49-08,0785-008-002,3,YES,NO,,NO,,NO,,NO,,YES,1000,NO,,NO,
76-67-49-08,0785-008-002,4,YES,YES,6000,NO,,NO,,NO,,NO,,YES,500,NO,
76-67-49-08,0785-008-002,5,YES,YES,6000,NO,,NO,,NO,,NO,,NO,,NO,
76-67-49-08,0785-008-002,6,NO,,,,,,,,,,,,,,
76-67-49-08,0785-008-002,7,NO,,,,,,,,,,,,,,
95-80-30-88,0786-002-001,1,NO,,,,,,,,,,,,,,
95-80-30-88,0786-002-001,2,NO,,,,,,,,,,,,,,
95-80-30-88,0786-002-001,3,NO,,,,,,,,,,,,,,
95-80-30-88,0786-002-001,4,NO,,,,,,,,,,,,,,
95-80-30-88,0786-002-001,5,NO,,,,,,,,,,,,,,
95-80-30-88,0786-002-001,6,NO,,,,,,,,,,,,,,
95-80-30-88,0786-002-001,7,NO,,,,,,,,,,,,,,
25-16-84-50,0787-001-001,1,NO,,,,,,,,,,,,,,
25-16-84-50,0787-001-001,2,NO,,,,,,,,,,,,,,
25-16-84-50,0787-001-001,3,NO,,,,,,,,,,,,,,
25-16-84-50,0787-001-001,4,NO,,,,,,,,,,,,,,
25-16-84-50,0787-001-001,5,NO,,,,,,,,,,,,,,
25-16-84-50,0787-001-001,6,NO,,,,,,,,,,,,,,
41-94-97-33,0788-001-001,1,YES,NO,,NO,,NO,,NO,,YES,3000,NO,,NO,
41-94-97-33,0788-001-001,2,YES,NO,,NO,,NO,,NO,,NO,,NO,,NO,
41-94-97-33,0788-001-001,3,NO,,,,,,,,,,,,,,
60-74-36-34,0789-001-001,1,NO,,,,,,,,,,,,,,
60-74-36-34,0789-001-001,2,NO,,,,,,,,,,,,,,
60-74-36-34,0789-001-001,4,NO,,,,,,,,,,,,,,
60-74-36-34,0789-001-001,8,NO,,,,,,,,,,,,,,
60-74-36-34,0789-001-001,9,NO,,,,,,,,,,,,,,
60-74-36-34,0789-001-001,10,NO,,,,,,,,,,,,,,
60-74-36-34,0789-001-001,11,NO,,,,,,,,,,,,,,
59-27-33-64,0789-001-003,1,NO,,,,,,,,,,,,,,
59-27-33-64,0789-001-003,2,YES,YES,2000,NO,,NO,,NO,,NO,,NO,,YES,5000
59-27-33-64,0789-001-003,3,,,,,,,,,,,,,,,
58-72-64-17,0789-001-005,1,,,,,,,,,,,,,,,
58-72-64-17,0789-001-005,2,,,,,,,,,,,,,,,
58-72-64-17,0789-001-005,3,YES,YES,13500,YES,500,NO,,NO,,YES,2200,YES,100,YES,500
69-12-67-44,0789-001-006,1,YES,YES,10500,YES,10000,NO,,NO,,YES,1800,NO,,YES,3500
65-51-84-50,0789-001-007,1,NO,,,,,,,,,,,,,,
65-51-84-50,0789-001-007,2,NO,,,,,,,,,,,,,,
65-51-84-50,0789-001-007,3,NO,,,,,,,,,,,,,,
06-63-52-74,0790-001-001,1,NO,,,,,,,,,,,,,,
06-63-52-74,0790-001-001,3,NO,,,,,,,,,,,,,,
19-49-98-57,0791-001-001,1,NO,,,,,,,,,,,,,,
19-49-98-57,0791-001-001,2,NO,,,,,,,,,,,,,,
19-49-98-57,0791-001-001,3,NO,,,,,,,,,,,,,,
19-49-98-57,0791-001-001,4,NO,,,,,,,,,,,,,,
19-49-98-57,0791-001-001,5,NO,,,,,,,,,,,,,,
19-49-98-57,0791-001-001,6,NO,,,,,,,,,,,,,,
19-49-98-57,0791-001-001,7,NO,,,,,,,,,,,,,,
10-28-36-62,0792-002-002,2,,,,,,,,,,,,,,,
10-28-36-62,0792-002-002,5,YES,YES,21000,NO,,NO,,NO,,YES,1000,NO,,NO,
10-28-36-62,0792-002-002,6,,,,,,,,,,,,,,,
13-21-93-32,0792-002-003,1,NO,,,,,,,,,,,,,,
13-21-93-32,0792-002-003,2,NO,,,,,,,,,,,,,,
13-21-93-32,0792-002-003,3,NO,,,,,,,,,,,,,,
13-21-93-32,0792-002-003,4,NO,,,,,,,,,,,,,,
13-21-93-32,0792-002-003,5,NO,,,,,,,,,,,,,,
91-76-89-34,0793-001-001,1,NO,,,,,,,,,,,,,,
91-76-89-34,0793-001-001,2,NO,,,,,,,,,,,,,,
91-76-89-34,0793-001-001,3,NO,,,,,,,,,,,,,,
91-76-89-34,0793-001-001,4,NO,,,,,,,,,,,,,,
91-76-89-34,0793-001-001,5,NO,,,,,,,,,,,,,,
82-03-93-42,0794-001-001,1,NO,,,,,,,,,,,,,,
82-03-93-42,0794-001-001,2,NO,,,,,,,,,,,,,,
82-03-93-42,0794-001-001,3,NO,,,,,,,,,,,,,,
82-03-93-42,0794-001-001,4,NO,,,,,,,,,,,,,,
82-03-93-42,0794-001-001,5,NO,,,,,,,,,,,,,,
82-03-93-42,0794-001-001,6,,,,,,,,,,,,,,,
77-85-99-98,0796-001-002,2,NO,,,,,,,,,,,,,,
77-85-99-98,0796-001-002,3,NO,,,,,,,,,,,,,,
77-85-99-98,0796-001-002,4,,,,,,,,,,,,,,,
77-85-99-98,0796-001-002,6,NO,,,,,,,,,,,,,,
77-85-99-98,0796-001-002,7,NO,,,,,,,,,,,,,,
77-85-99-98,0796-001-002,8,NO,,,,,,,,,,,,,,
87-21-83-42,0797-001-001,1,NO,,,,,,,,,,,,,,
87-21-83-42,0797-001-001,2,NO,,,,,,,,,,,,,,
87-21-83-42,0797-001-001,3,NO,,,,,,,,,,,,,,
87-21-83-42,0797-001-001,4,NO,,,,,,,,,,,,,,
87-21-83-42,0797-001-001,5,NO,,,,,,,,,,,,,,
87-21-83-42,0797-001-001,6,NO,,,,,,,,,,,,,,
87-21-83-42,0797-001-001,8,NO,,,,,,,,,,,,,,
87-21-83-42,0797-001-001,9,YES,YES,100000,NO,,NO,,NO,,NO,,NO,,NO,
87-21-83-42,0797-001-001,10,NO,,,,,,,,,,,,,,
87-21-83-42,0797-001-001,12,NO,,,,,,,,,,,,,,
87-21-83-42,0797-001-001,13,NO,,,,,,,,,,,,,,
87-21-83-42,0797-001-001,14,NO,,,,,,,,,,,,,,
87-21-83-42,0797-001-001,15,NO,,,,,,,,,,,,,,
26-47-53-88,0797-001-007,1,YES,YES,40000,NO,,NO,,NO,,NO,,NO,,NO,
26-47-53-88,0797-001-007,2,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
26-47-53-88,0797-001-007,3,NO,,,,,,,,,,,,,,
05-09-03-42,0797-002-002,2,NO,,,,,,,,,,,,,,
05-09-03-42,0797-002-002,3,NO,,,,,,,,,,,,,,
